,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Engine_Type,Price
370,Toyota Fortuner 4x2 AT,2014,Diesel,"75,000 kms",2982 CC,Second Owner,Automatic,12.55 kmpl,168.5 bhp,360Nm@ 1400-3200rpm,7,-,5 Speed,FWD,Power,Ventilated Disc,Drum,9.6 Seconds,D-4D Diesel Engine,15.25 Lakh*
371,Mahindra Bolero Pik-Up FB 1.7T,2019,Diesel,"57,000 kms",2523 CC,First Owner,Manual,0.0 kmpl,70 bhp,200Nm@ 1400-2200rpm,2,Black,5 Speed,FWD,-,-,-,-,m2DiCR Di Turbo Charged,8.25 Lakh*
372,Volvo S60 D4 SUMMUM,2015,Diesel,"71,000 kms",1984 CC,First Owner,Automatic,9.0 kmpl,181 bhp,400Nm@ 1750-2500rpm,5,White,5 Speed,FWD,Power,Disc,Disc,9.2 Seconds,Turbo Diesel Engine,15.5 Lakh*
373,Maruti Eeco 7 Seater Standard BSIV,2011,Petrol,"60,000 kms",1196 CC,First Owner,Manual,15.37 kmpl,73 bhp,101Nm@ 3000rpm,7,Silver,6-Speed IMT,RWD,Manual,Ventilated Disc,Drum,15.7 Seconds,In-Line Engine,1.8 Lakh*
374,Mahindra Xylo E8,2011,Diesel,"1,61,779 kms",2498 CC,First Owner,Manual,14.0 kmpl,112 bhp,260 Nm at 1800-2200 rpm,8,-,6 Speed,2 WD,Power,Ventilated Disc,Drum,-,In-Line Engine,1.41 Lakh*
375,Hyundai i20 Active 1.4 SX,2015,Diesel,"60,603 kms",1396 CC,First Owner,Manual,21.19 kmpl,88.73 bhp,220Nm@ 1500-2750rpm,5,Violet,5 Speed,FWD,Power,Disc,Drum,15 Seconds,U2 CRDI Diesel Engine,4.9 Lakh*
376,Hyundai Accent GLE,2010,Petrol,"1,20,000 kms",1495 CC,Second Owner,Manual,13.2 kmpl,94 bhp,"12.5@ 3,500(kgm@ rpm)",5,-,5 Speed,-,Power,Ventilated Disc,Drum,13.1 seconds,In-Line Engine,1.5 Lakh*
377,Mercedes-Benz GLC 220d 4MATIC,2021,Diesel,"5,000 kms",1950 CC,First Owner,Automatic,0.0 kmpl,194 bhp,400nm@ 2800rpm,5,-,6 Speed,AWD,Power,Disc,Disc,-,OM 654 Diesel engine,64 Lakh*
378,Hyundai Xcent 1.2 VTVT SX,2020,Petrol,"20,000 kms",1197 CC,First Owner,Manual,20.14 kmpl,81.86 bhp,113.75nm@ 4000rpm,5,White,6 Speed,FWD,Power,Disc,Drum,-,1.2L Kappa Dual VTVT Petr,6.5 Lakh*
379,Maruti Swift Dzire VDI,2014,Diesel,"90,000 kms",1248 CC,Third Owner,Manual,23.4 kmpl,74 bhp,190Nm@ 2000rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,-,DDiS Diesel Engine,3.5 Lakh*
380,Fiat Grande Punto EVO 1.3 Active,2015,Diesel,"80,000 kms",1248 CC,Second Owner,Manual,21.2 kmpl,75 bhp,197Nm@ 1750rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.6 Seconds,MULTIJET Engine,2.2 Lakh*
381,Hyundai Venue SX iMT,2020,Petrol,"9,000 kms",998 CC,First Owner,Manual,18.0 kmpl,118.35 bhp,171.6Nm@ 1500-4000rpm,5,-,6 Speed,FWD,Electric,Disc,Drum,-,Kappa 1.0 L Turbo GDi Petrol,9.9 Lakh*
382,Mahindra XUV500 W6 2WD,2015,Diesel,"116,300 kms",2179 CC,Second Owner,Manual,15.1 kmpl,140 bhp,330Nm@ 1600-2800rpm,7,Brown,5 Speed,FWD,Power,Disc & Caliper Type,Disc & Caliper Type,12.5 Seconds,mHawk Diesel Engine,4.31 Lakh*
383,Tata Vista TDI LS,2013,Diesel,"2,26,130 kms",1405 CC,First Owner,Manual,19.1 kmpl,70 bhp,135.4Nm@ 2500rpm,5,White,5 Speed,FWD,Power,Disc,Drum,17.2 Seconds,TDi Diesel Engine,"70,000*"
384,Maruti Swift Dzire ZDi,2012,Diesel,"1,95,642 kms",1248 CC,Second Owner,Manual,19.3 kmpl,73.9 bhp,190Nm@ 2000rpm,5,-,5 Speed,2 WD,Power,Ventilated Disc,Drum,-,In-Line Engine,2.5 Lakh*
385,Hyundai i20 1.4 CRDi Sportz,2012,Diesel,"1,45,814 kms",1396 CC,First Owner,Manual,23.0 kmpl,90 bhp,22.4 kgm at 1750-2750rpm,5,-,5 Speed,-,Power,Disk,Drum,12.96 Sec,Diesel Engine,2.36 Lakh*
386,Honda City i DTec V,2017,Diesel,"70,012 kms",1498 CC,First Owner,Manual,26.0 kmpl,98.6 bhp,200Nm@ 1750rpm,5,White,5 Speed,FWD,Power,Disc,Drum,10 Seconds,i DTEC Diesel Engine,7.42 Lakh*
387,Honda Amaze 2016-2021 E i-DTEC,2017,Diesel,"86,121 kms",1498 CC,First Owner,Manual,25.8 kmpl,98.6 bhp,200Nm@ 1750rpm,5,White,5 Speed,FWD,Power,Disc,Drum,17 Seconds,i-DTEC Diesel Engine,3.96 Lakh*
388,Ford Figo Petrol ZXI,2010,Petrol,"1,23,289 kms",1196 CC,First Owner,Manual,15.6 kmpl,70 bhp,102Nm@ 4000rpm,5,-,6 Speed AT,Front Wheel Drive,Power,Ventilated Disc,Drum,14.8 Seconds,Petrol Engine,1.14 Lakh*
389,Honda City i DTEC V,2015,Diesel,"64,953 kms",1498 CC,First Owner,Manual,26.0 kmpl,98.6 bhp,200Nm@ 1750rpm,5,White,5 Speed,FWD,Power,Disc,Drum,10 Seconds,i DTEC Diesel Engine,5.14 Lakh*
390,Maruti Alto LXi,2010,Petrol,"24,102 kms",796 CC,First Owner,Manual,19.7 kmpl,46.3 bhp,62Nm@ 3000rpm,5,-,6 Speed,FWD,Power,Disc,Drum,17.7 seconds,In-Line Engine,1.16 Lakh*
391,Maruti Swift LDI,2012,Diesel,"1,64,775 kms",1248 CC,First Owner,Manual,22.9 kmpl,74 bhp,190Nm@ 2000rpm,5,White,5,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,2.37 Lakh*
392,Force One SX 7 Seating,2013,Diesel,"1,13,263 kms",2149 CC,First Owner,Manual,17.0 kmpl,139.07 bhp,321Nm@ 1600-2400rpm,7,White,5 Speed,RWD,Power,Disc,Drum,-,FMTECH Engine,2.23 Lakh*
393,Hyundai i10 Era,2010,Petrol,"30,501 kms",1086 CC,First Owner,Manual,19.81 kmpl,68.05 bhp,99.04Nm@ 4500rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,1.75 Lakh*
394,Maruti Ritz VDi,2012,Diesel,"82,035 kms",1248 CC,First Owner,Manual,23.2 kmpl,73.94 bhp,190Nm@ 2000rpm,5,White,6 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,DDiS Diesel Engine,1.93 Lakh*
395,Maruti Ertiga SHVS VDI,2015,Diesel,"1,14,167 kms",1248 CC,First Owner,Manual,24.52 kmpl,88.5 bhp,200Nm@ 1750rpm,7,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,D13A SHVS Engine,5.64 Lakh*
396,Mini Cooper Countryman One,2014,Petrol,"21,000 kms",1598 CC,First Owner,Automatic,19.23 kmpl,98 bhp,153Nm@ 3000rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,13.9 Seconds,Petrol Engine,16.5 Lakh*
397,Hyundai EON Era Plus,2013,Petrol,"30,000 kms",814 CC,First Owner,Manual,21.1 kmpl,55.2 bhp,74.5Nm@ 4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,4 Lakh*
398,Ford Endeavour 3.2 Titanium AT 4X4,2018,Diesel,"30,000 kms",3198 CC,First Owner,Automatic,10.91 kmpl,197 bhp,470Nm@ 1750-2500rpm,7,Silver,5 Speed,4WD,Power,Disc,Disc,10.86 Seconds,Diesel Engine,21.5 Lakh*
399,Maruti Swift DDiS VDI,2015,Diesel,"48,000 kms",1248 CC,First Owner,Manual,28.4 kmpl,74 bhp,190Nm@ 2000rpm,5,White,5 Speed,-,Power,Disc,Drum,-,DDiS 190 Engine,5.25 Lakh*
400,Toyota Etios G SP,2014,Petrol,"12,000 kms",1496 CC,First Owner,Manual,16.78 kmpl,88.73 bhp,132Nm@ 3000rpm,5,Black,5 Speed,FWD,Power,Ventilated DIsc,Drum,-,Petrol Engine,4.75 Lakh*
401,Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,2018,Diesel,"60,000 kms",2393 CC,First Owner,Manual,13.68 kmpl,147.8 bhp,343Nm@ 1400-2800rpm,7,White,6 Speed,RWD,Power,Disc,Drum,-,2-GD FTV Engine,18.51 Lakh*
402,Hyundai Verna CRDi 1.6 EX,2018,Diesel,"62,000 kms",1582 CC,First Owner,Manual,22.0 kmpl,126.2 bhp,259.87nm@ 1500-3000rpm,5,White,6 Speed,-,Power,Disc,Drum,-,U2 VGT Diesel Engine,7.75 Lakh*
403,Nissan Micra XV,2010,Petrol,"66,150 kms",1198 CC,First Owner,Manual,18.06 kmpl,75 bhp,104Nm@ 4000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,15.2 Seconds,In Line Petrol Engine,2.4 Lakh*
404,Hyundai i10 Magna 1.1L,2014,Petrol,"60,000 kms",1086 CC,First Owner,Manual,19.81 kmpl,68.05 bhp,99.04Nm@ 4500rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,3.31 Lakh*
405,Maruti Baleno Alpha 1.2,2016,Petrol,"25,000 kms",1197 CC,First Owner,Manual,21.4 kmpl,83.1 bhp,115Nm@ 4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,5.91 Lakh*
406,Maruti Alto K10 LX,2014,Petrol,"35,000 kms",998 CC,First Owner,Manual,23.95 kmpl,67.05 bhp,90Nm@ 3500rpm,5,White,7 Speed,FWD,Manual,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,2.8 Lakh*
407,Hyundai Grand i10 1.2 Kappa Asta,2018,Petrol,"30,000 kms",1197 CC,First Owner,Manual,18.9 kmpl,81.86 bhp,113.75nm@ 4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,5.5 Lakh*
408,Honda City i VTEC SV,2014,Petrol,"65,000 kms",1497 CC,Second Owner,Manual,17.4 kmpl,117.3 bhp,145Nm@ 4600rpm,5,Silver,6 Speed,FWD,Power,Disc,Drum,10 Seconds,i VTEC Engine,5.7 Lakh*
409,Renault Duster 110PS Diesel RXZ Optional with Nav,2013,Diesel,"1,00,000 kms",1461 CC,First Owner,Manual,19.01 kmpl,108.45 bhp,248Nm@ 2250rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,-,dCi Diesel Engine,6.5 Lakh*
410,Hyundai i20 1.4 Asta Dual Tone,2018,Diesel,"56,000 kms",1396 CC,First Owner,Manual,22.54 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,5,Brown,5 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,6.9 Lakh*
411,Hyundai i10 Magna 1.1L,2013,Petrol,"62,000 kms",1086 CC,First Owner,Manual,19.81 kmpl,68.05 bhp,99.04Nm@ 4500rpm,5,Maroon,5 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,3.25 Lakh*
412,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2012,Diesel,"30,000 kms",2494 CC,First Owner,Manual,12.99 kmpl,100 bhp,200Nm@ 1400-3400rpm,7,White,5 Speed,FWD,Power,Ventilated Disc,Leading-Trailing Drum,-,In-Line Engine,7 Lakh*
413,Hyundai i10 Magna 1.1L,2014,Petrol,"60,000 kms",1086 CC,Second Owner,Manual,19.81 kmpl,68.05 bhp,99.04Nm@ 4500rpm,5,Blue,4 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,3.4 Lakh*
414,Mercedes-Benz E-Class E250 CDI Avantgarde,2016,Diesel,"49,000 kms",2143 CC,Second Owner,Automatic,13.0 kmpl,204 bhp,500Nm@ 1600-1800rpm,5,Grey,6 Speed,RWD,Power,Ventilated Disc,Solid Disc,7.5 Seconds,In-Line Diesel Engine,26.5 Lakh*
415,Honda Amaze 2016-2021 E i-DTEC,2017,Diesel,"55,000 kms",1498 CC,First Owner,Manual,25.8 kmpl,98.6 bhp,200Nm@ 1750rpm,5,White,6 Speed,FWD,Power,Disc,Drum,17 Seconds,i-DTEC Diesel Engine,5.5 Lakh*
416,Jeep Compass 2.0 Limited 4X4,2017,Diesel,"92,000 kms",1956 CC,First Owner,Manual,16.3 kmpl,170 bhp,350Nm@ 1750-2500rpm,5,Brown,5 Speed,4X4,Power,Disc,Discs,10.03 Seconds,2.0-Litre 4-Cyl Multijet,12.4 Lakh*
417,Volkswagen Vento Diesel Highline,2011,Diesel,"68,000 kms",1598 CC,First Owner,Manual,20.54 kmpl,103.6 bhp,250Nm@ 1500-2500rpm,5,-,6 Speed,FWD,Power,Disc,Drum,-,Common Rail Diesel Engine,3.3 Lakh*
418,Toyota Fortuner 3.0 Diesel,2010,Diesel,"65,000 kms",2982 CC,Second Owner,Manual,11.5 kmpl,171 bhp,343Nm@ 1400-3400rpm,7,White,5 Speed,4WD,Power,Ventilated Disc,Leading-Trailing Drum,9.6 Seconds,4 Cylinders In-line,8.9 Lakh*
419,Maruti Vitara Brezza ZDi,2017,Diesel,"56,000 kms",1248 CC,First Owner,Manual,24.3 kmpl,88.5 bhp,200Nm@ 1750rpm,5,White,6 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,7.4 Lakh*
420,Maruti Swift Dzire LDI Optional,2016,Diesel,"66,200 kms",1248 CC,First Owner,Manual,26.59 kmpl,74 bhp,190Nm@ 2000rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.8 Seconds,DDiS Diesel Engine,4.6 Lakh*
421,Hyundai Verna 1.6 CRDi AT SX,2015,Diesel,"52,200 kms",1582 CC,Second Owner,Automatic,19.08 kmpl,126.2 bhp,259.9Nm@ 1900-2750rpm,5,White,5 Speed,FWD,Power,Disc,Drum,10.62 Seconds,U2 VGT Diesel Engine,5.5 Lakh*
422,Renault Duster 110PS Diesel RxZ,2014,Diesel,"70,249 kms",1461 CC,Second Owner,Manual,19.01 kmpl,108.45 bhp,248Nm@ 2250rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,-,dCi Diesel Engine,5.25 Lakh*
423,Hyundai Verna CRDi 1.6 EX,2017,Diesel,"60,000 kms",1582 CC,First Owner,Manual,22.0 kmpl,126.2 bhp,259.87nm@ 1500-3000rpm,5,White,5 Speed,-,Power,Disc,Drum,-,U2 VGT Diesel Engine,6.5 Lakh*
424,Toyota Etios VX,2015,Petrol,"65,000 kms",1496 CC,First Owner,Manual,16.78 kmpl,88.73 bhp,132Nm@ 3000rpm,5,Red,5 Speed,FWD,Power,Ventilated DIsc,Drum,10.6 Seconds,Petrol Engine,3.5 Lakh*
425,Mahindra XUV500 W8 2WD,2013,Diesel,"70,000 kms",2179 CC,First Owner,Manual,15.1 kmpl,140 bhp,330Nm@ 1600-2800rpm,7,White,6 Speed,FWD,Power,Disc & Caliper Type,Disc & Caliper Type,12.5 Seconds,mHawk Diesel Engine,6.51 Lakh*
426,Maruti Swift Dzire VDi,2013,Diesel,"52,200 kms",1248 CC,First Owner,Manual,19.3 kmpl,73.9 bhp,190Nm@ 2000rpm,5,Black,5 Speed,2 WD,Power,Ventilated Disc,Drum,-,In-Line Engine,4 Lakh*
427,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,Diesel,"47,000 kms",1396 CC,First Owner,Manual,22.54 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,5,Red,6 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,6.75 Lakh*
428,Hyundai i10 Magna 1.1L,2013,Petrol,"54,000 kms",1086 CC,First Owner,Manual,19.81 kmpl,68.05 bhp,99.04Nm@ 4500rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,3.21 Lakh*
429,Maruti Swift Dzire VDI,2014,Diesel,"62,000 kms",1248 CC,Second Owner,Manual,23.4 kmpl,74 bhp,190Nm@ 2000rpm,5,White,6 Speed,FWD,Power,Ventilated Disc,Drum,-,DDiS Diesel Engine,4.75 Lakh*
430,Honda City 1.5 S MT,2011,Petrol,"47,000 kms",1497 CC,First Owner,Manual,17.0 kmpl,118 bhp,146Nm at 4800 rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,-,In-Line Engine,4.11 Lakh*
431,Maruti Wagon R LXI Avance Edition,2015,Petrol,"12,200 kms",998 CC,First Owner,Manual,20.51 kmpl,67.04 bhp,90Nm@ 3500rpm,5,White,6 Speed,FWD,Power,Ventilated Disc,Drum,18.6 Seconds,K10B Petrol Engine,3.5 Lakh*
432,Tata Tiago 1.2 Revotron XM,2017,Petrol,"31,000 kms",1199 CC,First Owner,Manual,23.84 kmpl,84 bhp,114Nm@ 3500rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,14.3 Seconds,Revotron Engine,4.9 Lakh*
433,Hyundai Verna 1.6 SX,2013,Diesel,"60,000 kms",1582 CC,Second Owner,Manual,22.32 kmpl,126.32 bhp,259.8Nm@ 1900-2750rpm,5,Silver,5 Speed,FWD,Power,Disc,Disc,10.62 Seconds,Diesel Engine,4.65 Lakh*
434,Maruti Ciaz 1.4 S,2017,Petrol,"40,000 kms",1373 CC,First Owner,Manual,20.73 kmpl,91.1 bhp,130Nm@ 4000rpm,5,White,5 Speed,2WD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,6 Lakh*
435,Mahindra Scorpio S11,2021,Diesel,"3,20,00 kms",2179 CC,First Owner,Manual,0.0 kmpl,140 bhp,319nm@ 1500-2800rpm,7,White,6 Speed,RWD,Hydraulic,Ventilated Disc,Drum,-,mHawk Diesel Engine,18.5 Lakh*
436,Maruti Swift VDI BSIV,2019,Diesel,"30,000 kms",1248 CC,First Owner,Manual,25.2 kmpl,74 bhp,190Nm@ 2000rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,6.5 Lakh*
437,Mahindra XUV500 W8 AWD,2016,Diesel,"30,000 kms",2179 CC,First Owner,Manual,16.0 kmpl,140 bhp,330Nm@ 1600-2800rpm,7,Silver,5 Speed,AWD,Power,Disc,Disc,10 Seconds,mHawk Diesel Engine,11 Lakh*
438,Maruti Vitara Brezza VDi AMT,2019,Diesel,"4,500 kms",1248 CC,First Owner,Automatic,24.3 kmpl,88.5 bhp,200Nm@ 1750rpm,5,Grey,6 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,8.78 Lakh*
439,Hyundai Verna 1.6 SX,2012,Diesel,"75,000 kms",1582 CC,Second Owner,Manual,22.32 kmpl,126.32 bhp,259.8Nm@ 1900-2750rpm,5,White,4 Speed,FWD,Power,Disc,Disc,10.62 Seconds,Diesel Engine,4 Lakh*
440,Maruti Ertiga SHVS VDI,2017,Diesel,"45,000 kms",1248 CC,First Owner,Manual,24.52 kmpl,88.5 bhp,200Nm@ 1750rpm,7,Silver,6 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,D13A SHVS Engine,6.5 Lakh*
441,Maruti Wagon R Stingray VXI Optional,2017,Petrol,"46,000 kms",998 CC,First Owner,Manual,20.51 kmpl,67.04 bhp,90Nm@ 3500rpm,5,White,6 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,K 10B Petrol Engine,4.4 Lakh*
442,Maruti Ciaz 1.3 Delta,2017,Diesel,"87,000 kms",1248 CC,Second Owner,Manual,28.09 kmpl,88.5 bhp,200Nm@ 1750rpm,5,White,7 Speed CVT,FWD,Power,Ventilated Disc,Drum,15 Seconds,DDIS 200 Engine,5.75 Lakh*
443,Hyundai Verna 1.6 SX CRDi (O),2013,Diesel,"83,000 kms",1582 CC,First Owner,Manual,22.32 kmpl,126.32 bhp,259.8Nm@ 1900-2750rpm,5,Black,5 Speed,FWD,Power,Disc,Disc,10.62 Seconds,Diesel Engine,5.4 Lakh*
444,Maruti Wagon R Stingray VXI Optional,2017,Petrol,"46,000 kms",998 CC,First Owner,Manual,20.51 kmpl,67.04 bhp,90Nm@ 3500rpm,5,White,4 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,K 10B Petrol Engine,4.4 Lakh*
445,Maruti Ciaz 1.3 Delta,2017,Diesel,"87,000 kms",1248 CC,Second Owner,Manual,28.09 kmpl,88.5 bhp,200Nm@ 1750rpm,5,White,6 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,DDIS 200 Engine,5.75 Lakh*
446,Hyundai Verna 1.6 SX CRDi (O),2013,Diesel,"83,000 kms",1582 CC,First Owner,Manual,22.32 kmpl,126.32 bhp,259.8Nm@ 1900-2750rpm,5,White,5 Speed,FWD,Power,Disc,Disc,10.62 Seconds,Diesel Engine,5.4 Lakh*
447,Hyundai Verna 1.6 CRDi AT SX,2015,Diesel,"55,000 kms",1582 CC,First Owner,Automatic,19.08 kmpl,126.2 bhp,259.9Nm@ 1900-2750rpm,5,White,5 Speed,FWD,Power,Disc,Drum,10.62 Seconds,U2 VGT Diesel Engine,6.9 Lakh*
448,Mahindra XUV500 2011-2015 W8 FWD,2012,Diesel,"76,000 kms",2179 CC,Second Owner,Manual,15.1 kmpl,140 bhp,330Nm@ 1600-2800rpm,7,Grey,5 Speed,AWD,Power,Disc & Caliper Type,Disc & Caliper Type,12.5 Seconds,mHawk Diesel Engine,5.25 Lakh*
449,Renault Duster 110PS Diesel RxZ,2013,Diesel,"52,000 kms",1461 CC,First Owner,Manual,19.01 kmpl,108.45 bhp,248Nm@ 2250rpm,5,White,6 Speed,FWD,Power,Ventilated Disc,Drum,-,dCi Diesel Engine,4.9 Lakh*
