,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Engine_Type,Price
269,Datsun RediGO 1.0 T Option,2017,Petrol,"25,000 kms",999 CC,First Owner,Manual,22.5 kmpl,67 bhp,91Nm@ 4250rpm,5,White,5 Speed,2WD,Power,Disc,Drum,-,1.0L Petrol Engine,2.51 Lakh*
270,Hyundai Santro Xing GLS,2011,Petrol,"42,000 kms",1086 CC,First Owner,Manual,17.92 kmpl,62.1 bhp,96.1Nm@ 3000rpm,5,White,6 Speed,FWD,Power,Ventilated Disc,Drum,-,Petrol Engine,2.31 Lakh*
271,Chevrolet Cruze LTZ,2011,Diesel,"55,000 kms",1991 CC,First Owner,Manual,18.3 kmpl,147.9 bhp,327Nm@ 2600rpm,5,White,9 Speed,-,Power,Disc,Disc,-,"4 Cylinder, VCDi",3.9 Lakh*
272,Toyota Fortuner 2016-2021 2.8 2WD MT,2018,Diesel,"49,000 kms",2755 CC,First Owner,Manual,14.24 kmpl,174.5 bhp,420Nm@ 1400-2600rpm,7,Grey,5 Speed,RWD,Power,Ventilated Disc,Ventilated Disc,-,1-GD FTV Engine,27 Lakh*
273,Maruti Ciaz Sigma BSIV,2019,Petrol,"33,000 kms",1462 CC,First Owner,Manual,21.56 kmpl,103.25 bhp,138Nm@ 4400rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,-,k15B VVT Engine,7.25 Lakh*
274,Toyota Etios Liva G,2014,Petrol,"39,000 kms",1197 CC,First Owner,Manual,17.71 kmpl,78.9 bhp,104Nm@ 3100rpm,5,Grey,6 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,Petrol Engine,4 Lakh*
275,MG Hector Sharp AT BSIV,2020,Petrol,"15,000 kms",1451 CC,First Owner,Automatic,13.96 kmpl,141 bhp,250Nm@ 1600-3600rpm,5,Black,5 Speed,FWD,-,Disc,Disc,-,-,17.51 Lakh*
276,Mercedes-Benz GL-Class 220d 4MATIC Sport,2017,Diesel,"31,500 kms",2143 CC,First Owner,Automatic,17.9 kmpl,170 bhp,400Nm@ 1400-2800rpm,5,Black,5 Speed,AWD,Power,Disc,Drum,8.3 Sec,Diesel Engine,38.75 Lakh*
277,Volkswagen Polo Diesel Trendline 1.2L,2012,Diesel,"83,000 kms",1199 CC,First Owner,Manual,22.07 kmpl,73.9 bhp,180Nm@ 2000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,14.4 Seconds,In-Line Diesel Engine,3 Lakh*
278,Maruti Ciaz VDi Plus SHVS,2015,Diesel,"58,000 kms",1248 CC,First Owner,Manual,28.09 kmpl,88.5 bhp,200Nm@ 1750rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,DDIS 200 Engine,5.15 Lakh*
279,Tata Harrier XZ Plus,2020,Diesel,"56,944 kms",1956 CC,First Owner,Manual,17.0 kmpl,167.63 bhp,350Nm@ 1750-2500rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,-,Kryotec 2.0 L Turbocharged,18 Lakh*
280,Honda Amaze SX i-DTEC,2014,Diesel,"90,000 kms",1498 CC,Third Owner,Manual,25.8 kmpl,98.6 bhp,200Nm@ 1750rpm,5,Black,5 Speed,FWD,Power,Disc,Drum,17 Seconds,i-DTEC Diesel Engine,3.7 Lakh*
281,Volkswagen Vento Diesel Trendline,2011,Diesel,"79,000 kms",1598 CC,First Owner,Manual,20.54 kmpl,103.6 bhp,250Nm@ 1500-2500rpm,5,Black,5,FWD,Power,Disc,Drum,-,Common Rail Diesel Engine,3.25 Lakh*
282,Honda Civic 1.8 V MT,2007,Petrol,"77,000 kms",1799 CC,First Owner,Manual,13.5 kmpl,130 bhp,172Nm@ 4300rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Disc,-,In-Line Engine,2.25 Lakh*
283,Maruti Wagon R LXI Minor,2009,Petrol,"58,000 kms",1061 CC,Second Owner,Manual,18.9 kmpl,67 bhp,84Nm@ 3500rpm,5,Brown,5 Speed,FWD,Power,Ventilated Disc,Drum,-,FC Petrol Engine,1.7 Lakh*
284,Maruti Eeco 5 Seater AC,2018,Petrol,"64,000 kms",1196 CC,First Owner,Manual,16.11 kmpl,72.42 bhp,98Nm@ 3000rpm,5,Grey,5 Speed,RWD,Manual,Disc,Drum,15.7 Seconds,G12B,4.75 Lakh*
285,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2017,Diesel,"72,000 kms",1248 CC,First Owner,Automatic,24.3 kmpl,88.5 bhp,200Nm@ 1750rpm,5,-,6 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,7.91 Lakh*
286,Maruti Swift VDI,2014,Diesel,"93,000 kms",1248 CC,First Owner,Manual,28.4 kmpl,74 bhp,190Nm@ 2000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,-,DDiS 190 Engine,4.12 Lakh*
287,Maruti Ritz VDi,2015,Diesel,"1,09,479 kms",1248 CC,First Owner,Manual,23.2 kmpl,73.94 bhp,190Nm@ 2000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,DDiS Diesel Engine,3.17 Lakh*
288,Toyota Innova 2.5 G (Diesel) 8 Seater,2012,Diesel,"1,20,000 kms",2494 CC,First Owner,Manual,12.99 kmpl,100.6 bhp,200Nm@ 1400-3400rpm,8,White,5 Speed,RWD,Power,Ventilated Disc,Leading-Trailing Drum,13.3 Seconds,2KD-FTV Diesel Engine,5.74 Lakh*
289,Maruti Swift VDI,2013,Diesel,"1,22,590 kms",1248 CC,Second Owner,Manual,22.9 kmpl,74 bhp,190Nm@ 2000rpm,5,White,4 Speed,FWD,Power,Ventilated Disc,Drum,13.75 Seconds,DDiS Diesel Engine,3.13 Lakh*
290,Renault Duster 110PS Diesel RxZ,2013,Diesel,"80,000 kms",1461 CC,First Owner,Manual,19.01 kmpl,108.45 bhp,248Nm@ 2250rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,-,dCi Diesel Engine,3.8 Lakh*
291,Maruti Ciaz Sigma,2018,Petrol,"36,000 kms",1462 CC,First Owner,Manual,20.65 kmpl,103.25 bhp,138Nm@ 4400rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,-,K15 Smart Hybrid Petrol Engine,7.4 Lakh*
292,Maruti Alto 800 LXI,2018,Petrol,"11,000 kms",796 CC,First Owner,Manual,24.7 kmpl,47.3 bhp,69Nm@ 3500rpm,5,Silver,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,3.44 Lakh*
293,Hyundai i10 Sportz 1.1L,2015,Petrol,"38,000 kms",1086 CC,First Owner,Manual,19.81 kmpl,68.05 bhp,99.04Nm@ 4500rpm,5,Silver,5 Speed AT+ Paddle Shifters,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,3.74 Lakh*
294,Maruti Ciaz Delta Automatic BSIV,2018,Petrol,"39,000 kms",1462 CC,First Owner,Automatic,20.28 kmpl,103.25 bhp,138Nm@ 4400rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,-,k15B VVT Engine,8.65 Lakh*
295,Maruti Swift Dzire ZDI,2017,Diesel,"63,000 kms",1248 CC,First Owner,Manual,28.4 kmpl,74.02 bhp,190Nm@ 2000rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,13.03 Seconds,DDiS Diesel Engine,6.25 Lakh*
296,Maruti Swift VDI,2014,Diesel,"92,619 kms",1248 CC,First Owner,Manual,22.9 kmpl,74 bhp,190Nm@ 2000rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.75 Seconds,DDiS Diesel Engine,3.78 Lakh*
297,Ford Aspire 1.2 Ti-VCT Titanium,2019,Petrol,"25,000 kms",1196 CC,First Owner,Manual,18.16 kmpl,86.8 bhp,112Nm@ 4000rpm,5,White,6 Speed,FWD,Power,Ventilated Disc,Drum,15.7 Seconds,Ti-VCT Petrol Engine,5.9 Lakh*
298,Honda City 1.5 S AT,2012,Petrol,"72,000 kms",1497 CC,First Owner,Automatic,16.8 kmpl,116.4 bhp,146Nm@ 4800rpm,5,Red,5 Speed,FWD,Power,Disc,Drum,-,SOHC i-VTEC,5.25 Lakh*
299,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,Diesel,"65,990 kms",1498 CC,First Owner,Manual,23.0 kmpl,98.96 bhp,205Nm@ 1750-3250rpm,5,Grey,5 speed,FWD,Power,Ventilated Disc,Drum,-,TDCi Diesel Engine,6.77 Lakh*
300,Maruti Ciaz ZDi,2014,Diesel,"1,33,308 kms",1248 CC,First Owner,Manual,26.21 kmpl,88.5 bhp,200Nm@ 1750rpm,5,White,5 Speed,FWD,Power,Ventilated Discs,Drum,15 Seconds,DDIS 200 Engine,4.67 Lakh*
301,Toyota Etios Liva GD,2012,Diesel,"3,03,954 kms",1364 CC,First Owner,Manual,23.59 kmpl,null bhp,5,5,White,5 Speed,-,Power,-,-,-,null,1.69 Lakh*
302,Skoda Laura Elegance 2.0 TDI CR MT,2012,Diesel,"99,969 kms",1968 CC,Second Owner,Manual,20.0 kmpl,108.5 bhp,250Nm@ 1500-2500rpm,5,White,5,FWD,Power,Disc,Disc,-,Turbocharged Diesel Engin,2.86 Lakh*
303,Hyundai Verna VTVT 1.4 E,2018,Petrol,"29,000 kms",1368 CC,First Owner,Manual,19.1 kmpl,98.6 bhp,132.38Nm@ 4000rpm,5,White,6 Speed,FWD,Power,Disc,Drum,11.31 Seconds,Kappa Dual VTVT Petrol En,8.75 Lakh*
304,Maruti Alto LXi,2010,Petrol,"81,182 kms",796 CC,First Owner,Manual,19.7 kmpl,46.3 bhp,62Nm@ 3000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,17.7 seconds,In-Line Engine,1.22 Lakh*
305,Hyundai Grand i10 Nios AMT Sportz,2020,Petrol,"11,000 kms",1197 CC,First Owner,Automatic,20.7 kmpl,81.86 bhp,113.75Nm@ 4000rpm,5,Brown,5 Speed,FWD,Electric,Disc,Drum,-,1.2 L Kappa Petrol,6.75 Lakh*
306,Ford EcoSport 1.5 DV5 MT Titanium,2015,Diesel,"88,255 kms",1498 CC,First Owner,Manual,22.7 kmpl,89.84 bhp,204Nm@ 2000-2750rpm,5,S B Silver,6 Speed,FWD,Power,Ventilated Disc,Drum,13.5 Seconds,TDCi Diesel Engine,5.4 Lakh*
307,Maruti Eeco 5 Seater AC,2018,Petrol,"75,000 kms",1196 CC,First Owner,Manual,16.11 kmpl,72.42 bhp,98Nm@ 3000rpm,5,-,5 Speed,RWD,Manual,Disc,Drum,15.7 Seconds,G12B,4.6 Lakh*
308,Maruti Swift AMT DDiS VDI,2017,Diesel,"80,000 kms",1248 CC,Third Owner,Manual,28.4 kmpl,74 bhp,190Nm@ 2000rpm,5,White,5 Speed,-,Power,Disc,Drum,-,DDiS 190 Engine,5.6 Lakh*
309,Tata Sumo EX BS IV,2010,Diesel,"90,000 kms",2179 CC,First Owner,Manual,14.5 kmpl,null bhp,9,9,Black,5 Speed,-,Power,-,-,-,null,2 Lakh*
310,Hyundai Elantra CRDi SX AT,2014,Diesel,"65,221 kms",1582 CC,Second Owner,Automatic,19.5 kmpl,126.24 bhp,259.87Nm@ 1900-2750rpm,5,Black,5 Speed,FWD,Power,Disc,Disc,10.2 Seconds,VGT Diesel Engine,5.75 Lakh*
311,Ford EcoSport 1.5 DV5 MT Titanium Optional,2014,Diesel,"1,55,000 kms",1498 CC,Second Owner,Manual,22.7 kmpl,89.84 bhp,204Nm@ 2000-2750rpm,5,Blue,5 Speed,FWD,Power,Ventilated Disc,Drum,13.5 Seconds,TDCi Diesel Engine,3.3 Lakh*
312,Hyundai EON Magna Plus,2017,Petrol,"32,067 kms",814 CC,Third Owner,Manual,21.1 kmpl,55.2 bhp,74.5Nm@ 4000rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,3.35 Lakh*
313,Honda City i DTec V,2017,Diesel,"47,638 kms",1498 CC,First Owner,Manual,26.0 kmpl,98.6 bhp,200Nm@ 1750rpm,5,White,5 Speed,FWD,Power,Disc,Drum,10 Seconds,i DTEC Diesel Engine,8.5 Lakh*
314,Maruti Wagon R LXI Minor,2007,Petrol,"1,41,000 kms",1061 CC,Fourth & Above Owner,Manual,18.9 kmpl,67 bhp,84Nm@ 3500rpm,5,-,6 Speed,FWD,Power,Ventilated Disc,Drum,-,FC Petrol Engine,"86,000*"
315,Hyundai i10 Sportz 1.2,2009,Petrol,"60,000 kms",1197 CC,Third Owner,Manual,20.36 kmpl,78.9 bhp,111.8Nm@ 4000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,-,DOHC Engine,1.99 Lakh*
316,Honda Civic 1.8 S AT,2007,Petrol,"1,10,000 kms",1799 CC,Second Owner,Automatic,12.9 kmpl,130 bhp,172Nm@ 4300rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Disc,11.3 seconds,In-Line Engine,1.95 Lakh*
317,Maruti Swift Lxi BSIII,2009,Petrol,"75,000 kms",1298 CC,Second Owner,Manual,16.1 kmpl,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5,Red,8 Speed,-,Power,Ventilated Disc,Drum,12.29 seconds,In-Line Engine,2.65 Lakh*
318,Renault Duster Petrol RxE,2014,Petrol,"1,20,000 kms",1598 CC,First Owner,Manual,13.24 kmpl,102.57 bhp,145Nm@ 3750rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Drum,-,K4M Petrol Engine,3.1 Lakh*
319,Ford Figo Diesel ZXI,2012,Diesel,"1,20,000 kms",1399 CC,First Owner,Manual,20.0 kmpl,68 bhp,160Nm@ 2000rpm,5,White,5,Front Wheel Drive,Power,Ventilated Discs,Drum,14.8 Seconds,Diesel Engine,1.5 Lakh*
320,Maruti Ertiga SHVS VDI,2016,Diesel,"42,000 kms",1248 CC,First Owner,Manual,24.52 kmpl,88.5 bhp,200Nm@ 1750rpm,7,White,6 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,D13A SHVS Engine,7.25 Lakh*
321,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,2019,Diesel,"51,000 kms",2755 CC,First Owner,Automatic,11.36 kmpl,171.5 bhp,360Nm@ 1200-3400rpm,7,-,5 Speed,RWD,Power,Disc,Drum,-,1-GD FTV Engine,18.75 Lakh*
322,Maruti Wagon R VXI 1.2,2019,Petrol,"25,000 kms",1197 CC,First Owner,Manual,20.52 kmpl,81.80 bhp,113Nm@ 4200rpm,5,White,5-Speed,FWD,Power,Disc,Drum,18.6 Seconds,K12M Petrol Engine,5 Lakh*
323,Maruti Eeco 5 Seater AC BSIV,2016,Petrol,"50,000 kms",1196 CC,Second Owner,Manual,15.37 kmpl,73 bhp,101Nm@ 3000rpm,5,-,6 Speed,RWD,Manual,Ventilated Disc,Drum,15.7 Seconds,In-Line Engine,3.5 Lakh*
324,Jaguar XF 2.2 Litre Luxury,2013,Diesel,"41,500 kms",2179 CC,First Owner,Automatic,16.36 kmpl,187.7 bhp,450Nm@ 2000rpm,5,Red,5 Speed,RWD,Power,Disc,Disc,8.5 Seconds,Diesel Engine,18.5 Lakh*
325,Chevrolet Spark 1.0 LS,2011,Petrol,"59,702 kms",995 CC,Second Owner,Manual,18.0 kmpl,62 bhp,90.3Nm@ 4200rpm,5,-,5 Speed,FWD,Power,Disc,Self-Adjusting Drum,14.8 seconds,In-Line Engine,"55,000*"
326,Maruti Swift AMT VDI,2018,Diesel,"37,383 kms",1248 CC,First Owner,Automatic,28.4 kmpl,74 bhp,190Nm@ 2000rpm,5,-,5 Speed,FWD,Power,Disc,Drum,14.06 Seconds,DDiS 190 Engine,5.9 Lakh*
327,Hyundai i20 Sportz 1.4 CRDi,2014,Diesel,"70,279 kms",1396 CC,Second Owner,Manual,22.54 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,5,White,5 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,3.14 Lakh*
328,Maruti Swift Dzire VDI,2015,Diesel,"48,570 kms",1248 CC,First Owner,Manual,28.4 kmpl,74.02 bhp,190Nm@ 2000rpm,5,Silver,6-Speed,FWD,Power,Disc,Drum,13.03 Seconds,DDiS Diesel Engine,4.86 Lakh*
329,Datsun RediGO 1.0 S,2018,Petrol,"8,100 kms",999 CC,Second Owner,Manual,22.5 kmpl,67 bhp,91Nm@ 4250rpm,5,-,6 Speed,2WD,Power,Disc,Drum,-,1.0L Petrol Engine,3 Lakh*
330,Mahindra Thar LX 4-Str Hard Top Diesel,2021,Diesel,"13,395 kms",2184 CC,First Owner,Manual,15.2 kmpl,130 bhp,300nm@ 1600-2800rpm,4,-,6 Speed,4X4,Power,Disc,Drum,-,mHawk 130 Engine,15.84 Lakh*
331,Maruti Vitara Brezza VDi,2018,Diesel,"52,793 kms",1248 CC,First Owner,Manual,24.3 kmpl,88.5 bhp,200Nm@ 1750rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,7.7 Lakh*
332,Maruti Ertiga ZDI,2015,Diesel,"80,000 kms",1248 CC,First Owner,Manual,20.77 kmpl,88.8 bhp,200Nm@ 1750rpm,7,Black,5 Speed,FWD,Power,Disc,Drum,13.3 Seconds,DDiS Diesel Engine,6.2 Lakh*
333,Maruti Wagon R LXI DUO BSIII,2008,LPG,"1,00,000 kms",1061 CC,First Owner,Manual,17.3 km/kg,57.5 bhp,"7.8@ 4,500(kgm@ rpm)",5,Midnight Blue,5 Speed,-,Power,Disc,Drum,16.6 seconds,In-Line Engine,1 Lakh*
334,Tata Tiago 1.2 Revotron XT,2018,Petrol,"70,000 kms",1199 CC,First Owner,Manual,23.84 kmpl,84 bhp,114Nm@ 3500rpm,5,White,6 Speed,FWD,Power,Disc,Drum,14.3 Seconds,Revotron Engine,3 Lakh*
335,Hyundai Venue SX Opt Turbo BSIV,2019,Petrol,"31,492 kms",998 CC,First Owner,Manual,18.27 kmpl,118.35 bhp,171.6Nm@ 1500-4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,-,-,9.7 Lakh*
336,Hyundai Creta 1.6 CRDi AT SX Plus,2018,Diesel,"64,000 kms",1582 CC,First Owner,Automatic,17.01 kmpl,126.2 bhp,259.9Nm@ 1900-2750rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,10.5 Seconds,U2 CRDI VGT Engine,11.5 Lakh*
337,Hyundai Verna 1.6 SX CRDi (O),2013,Diesel,"70,000 kms",1582 CC,Second Owner,Manual,22.32 kmpl,126.32 bhp,259.8Nm@ 1900-2750rpm,5,Black,5 Speed,FWD,Power,Disc,Disc,10.62 Seconds,Diesel Engine,4.51 Lakh*
338,Maruti Ertiga ZDI Plus,2019,Diesel,"57,000 kms",1248 CC,First Owner,Manual,20.77 kmpl,88.8 bhp,200Nm@ 1750rpm,7,White,5-Speed,FWD,Power,Disc,Drum,13.3 Seconds,DDiS Diesel Engine,9.7 Lakh*
339,Maruti Ignis 1.3 Delta,2017,Diesel,"1,20,000 kms",1248 CC,First Owner,Manual,26.8 kmpl,74 bhp,190Nm@ 2000rpm,5,-,7G DCT 7-Speed Dual Clutch Transmission,FWD,Electrical,Disc,Drum,12.85 Seconds,1.3-Litre DDiS Diesel Eng,3.9 Lakh*
340,Maruti Eeco 5 Seater AC BSIV,2017,Petrol,"50,000 kms",1196 CC,First Owner,Manual,15.37 kmpl,73 bhp,101Nm@ 3000rpm,5,White,7-Speed S-Tronic,RWD,Manual,Ventilated Disc,Drum,15.7 Seconds,In-Line Engine,4 Lakh*
341,Mahindra XUV300 W6,2019,Petrol,"15,000 kms",1197 CC,First Owner,Manual,17.0 kmpl,108.6 bhp,200Nm@ 2000-3500rpm,5,-,5 Speed,FWD,Power,Disc,Disc,-,1.2L Turbo Petrol,8.75 Lakh*
342,Renault KWID Climber 1.0 AMT Opt,2021,Petrol,"2,000 kms",999 CC,First Owner,Automatic,22.0 kmpl,67 bhp,91Nm@ 4250rpm,5,Blue,5 Speed,FWD,Electric,Disc,Drum,-,Petrol Engine,5.2 Lakh*
343,Maruti Swift Vdi BSIII,2011,Diesel,"70,000 kms",1248 CC,Second Owner,Manual,17.8 kmpl,75 bhp,190Nm@ 2000rpm,5,White,6 Speed,-,Power,Ventilated Disc,Drum,13.75 seconds,In-Line Engine,2 Lakh*
344,Maruti Ritz VDi,2011,Diesel,"70,000 kms",1248 CC,First Owner,Manual,23.2 kmpl,73.94 bhp,190Nm@ 2000rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,DDiS Diesel Engine,2.25 Lakh*
345,Fiat Grande Punto 1.3 Emotion Pack (Diesel),2012,Diesel,"72,369 kms",1248 CC,Second Owner,Manual,17.8 kmpl,76 bhp,197 Nm at 1750 rpm,5,Megma Gry,5 Speed,FWD,Power,Ventilated Disc,Drum,-,Diesel,"94,000*"
346,Mercedes-Benz A-Class A200 CDI,2015,Diesel,"67,000 kms",2143 CC,Second Owner,Automatic,20.0 kmpl,107.3 bhp,250Nm@ 1400-2800rpm,5,-,5 Speed,FWD,Power,Disc,Disc,10.6 Seconds,In-line Diesel Engine,13.5 Lakh*
347,Audi Q3 2.0 TDI,2014,Diesel,"1,18,419 kms",1968 CC,Second Owner,Automatic,15.73 kmpl,174.33 bhp,380Nm@ 1750-2500rpm,5,-,5 Speed,AWD,Power,Ventilated Disc,Drum,8.2 Seconds,TDI Diesel Engine,11 Lakh*
348,Volkswagen Polo Diesel Comfortline 1.2L,2013,Diesel,"74,261 kms",1199 CC,Second Owner,Manual,22.07 kmpl,73.9 bhp,180Nm@ 2000rpm,5,White,5 speed,FWD,Power,Disc,Drum,14.4 Seconds,In-Line Diesel Engine,1.8 Lakh*
349,Maruti Swift VDI BSIV,2014,Diesel,"72,558 kms",1248 CC,Second Owner,Manual,25.2 kmpl,74 bhp,190Nm@ 2000rpm,5,White,6 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,3.82 Lakh*
350,Tata Nexon 1.5 Revotorq XZ Plus,2019,Diesel,"60,833 kms",1497 CC,First Owner,Manual,21.5 kmpl,108.5 bhp,260Nm@ 1500-2750rpm,5,-,5 Speed,FWD,Power,Disc,Drum,13.25 Seconds,"Revotorq, 1.5L Turbocharg",7.81 Lakh*
351,Maruti Vitara Brezza VDi Option,2018,Diesel,"89,000 kms",1248 CC,First Owner,Manual,24.3 kmpl,88.5 bhp,200Nm@ 1750rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,7.65 Lakh*
352,Maruti Alto 800 VXI,2021,Petrol,"5,000 kms",796 CC,First Owner,Manual,22.05 kmpl,47.33 bhp,69Nm@ 3500rpm,5,Blue,5 Speed,FWD,Power,Disc,Drum,-,F8D Petrol Engine,4.1 Lakh*
353,Toyota Etios Liva GD,2013,Diesel,"70,000 kms",1364 CC,Second Owner,Manual,23.59 kmpl,67.06 bhp,170Nm@ 1800-2400rpm,5,Red,5 Speed,FWD,Power,Ventilated DIsc,Drum,-,D-4D Diesel Engine,2.95 Lakh*
354,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,Diesel,"1,92,000 kms",2494 CC,Third Owner,Manual,12.8 kmpl,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,White,5 Speed,-,Power,Ventilated Disc,Drum,17.5 seconds,In-Line Engine,3.5 Lakh*
355,Renault Duster 85PS Diesel RxL Plus,2013,Diesel,"90,000 kms",1461 CC,Third Owner,Manual,20.45 kmpl,83.8 bhp,200Nm@ 1900rpm,5,White,5-Speed,FWD,Power,Ventilated Disc,Drum,-,dCi Diesel Engine,3.09 Lakh*
356,Hyundai Verna CRDi 1.6 SX,2017,Diesel,"54,000 kms",1582 CC,First Owner,Manual,22.0 kmpl,126.2 bhp,259.87nm@ 1500-3000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,-,U2 VGT Diesel Engine,7 Lakh*
357,Maruti Alto LX,2007,Petrol,"1,58,000 kms",796 CC,Fourth & Above Owner,Manual,19.7 kmpl,46.3 bhp,62Nm@ 3000rpm,5,Glasgow Gray,6Speed,2WD,Manual,Disc,Drum,17.7 seconds,In-Line Engine,"50,000*"
358,Hyundai Santro Xing GLS CNG,2005,CNG,"75,000 kms",1086 CC,First Owner,Manual,11.88 km/kg,62.1 bhp,96.1Nm@ 3000rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,16.2 Seconds,Bifuel Engine,1.25 Lakh*
359,Maruti Ritz VXi,2014,Petrol,"60,000 kms",1197 CC,First Owner,Manual,18.5 kmpl,85.80 bhp,114Nm@ 4000rpm,5,White,6 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,K Series Petrol Engine,3.65 Lakh*
360,Ford EcoSport 1.5 Diesel Titanium BSIV,2013,Diesel,"89,000 kms",1498 CC,First Owner,Manual,23.0 kmpl,98.96 bhp,205Nm@ 1750-3250rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Drum,-,TDCi Diesel Engine,4.95 Lakh*
361,Maruti Swift Dzire VDI,2014,Diesel,"80,000 kms",1248 CC,First Owner,Manual,23.4 kmpl,74 bhp,190Nm@ 2000rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Drum,-,DDiS Diesel Engine,4.5 Lakh*
362,Hyundai i20 1.4 CRDi Magna,2012,Diesel,"90,000 kms",1396 CC,Second Owner,Manual,21.9 kmpl,90 bhp,22.4 kgm at 1750-2750rpm,5,-,5 Speed,-,Power,Disc,Disc,-,Diesel,2.85 Lakh*
363,Maruti Eeco CNG 5 Seater AC BSIV,2018,CNG,"5,000 kms",1196 CC,First Owner,Manual,21.94 km/kg,61.7 bhp,85Nm@ 3000rpm,5,Black,"5 Speed, 5 Forward, 1 Reverse",RWD,Manual,Disc,Drum,15.7 Seconds,In-Line Engine,4.75 Lakh*
364,Honda CR-V 2.4L 4WD,2006,Petrol,"65,000 kms",2354 CC,First Owner,Manual,11.1 kmpl,158.8 bhp,218Nm@ 4200rpm,5,-,8 Speed,AWD,Power,Ventilated Disc,Disc,-,i-VTEC Engine,2.5 Lakh*
365,Hyundai EON D Lite Plus,2014,Petrol,"50,000 kms",814 CC,First Owner,Manual,21.1 kmpl,55.2 bhp,74.5Nm@ 4000rpm,5,Black,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,2.6 Lakh*
366,Hyundai Santro Xing XL CNG,2008,CNG,"69,000 kms",1086 CC,Second Owner,Manual,17.0 km/kg,null bhp,5,5,White,5 Speed,-,Power,-,-,-,null,1.8 Lakh*
367,Mahindra XUV500 W8 2WD,2013,Diesel,"86,000 kms",2179 CC,Second Owner,Manual,15.1 kmpl,140 bhp,330Nm@ 1600-2800rpm,7,White,6 Speed,FWD,Power,Disc & Caliper Type,Disc & Caliper Type,12.5 Seconds,mHawk Diesel Engine,5.75 Lakh*
368,Volkswagen Polo Diesel Comfortline 1.2L,2011,Diesel,"70,000 kms",1199 CC,Second Owner,Manual,22.07 kmpl,73.9 bhp,180Nm@ 2000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,14.4 Seconds,In-Line Diesel Engine,2 Lakh*
369,Maruti Eeco CNG 5 Seater AC BSIV,2019,CNG,"15,000 kms",1196 CC,First Owner,Manual,21.94 km/kg,61.7 bhp,85Nm@ 3000rpm,5,-,9 speed Tronic,RWD,Manual,Disc,Drum,15.7 Seconds,In-Line Engine,3.86 Lakh*
