,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Engine_Type,Price
482,Hyundai Grand i10 1.2 Kappa Asta,2015,Petrol,"72,120 kms",1197 CC,First Owner,Manual,18.9 kmpl,81.86 bhp,113.75nm@ 4000rpm,5,Orange,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,4 Lakh*
483,Hyundai Creta 1.6 CRDi SX,2018,Diesel,"99,184 kms",1582 CC,First Owner,Manual,19.67 kmpl,126.2 bhp,259.9Nm@ 1900-2750rpm,5,Grey,6 Speed,FWD,Power,Disc,Drum,10.5 Seconds,U2 CRDI VGT Engine,9.5 Lakh*
484,Maruti SX4 Vxi BSIII,2010,Petrol,"49,546 kms",1586 CC,First Owner,Manual,15.0 kmpl,104.68 bhp,"145@ 4,100(kgm@ rpm)",5,Silver,5 Speed,-,Power,Ventilated Disc,Drum,12.1 seconds,In-Line Engine,3 Lakh*
485,Honda Jazz 1.2 SV i VTEC,2016,Petrol,"31,804 kms",1199 CC,First Owner,Manual,18.7 kmpl,88.7 bhp,110Nm@ 4800rpm,5,Red,5 Speed,FWD,Power,Disc,Drum,13.7 Seconds,i-VTEC Petrol Engine,6 Lakh*
486,Ford EcoSport 1.5 TDCi Titanium BSIV,2014,Diesel,"79,999 kms",1498 CC,First Owner,Manual,22.77 kmpl,98.59 bhp,205Nm@ 1750-3250rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,13.5 Seconds,TDCi Diesel Engine,5 Lakh*
487,Maruti Swift Dzire LXI 1.2,2018,Petrol,"67,985 kms",1197 CC,First Owner,Manual,21.21 kmpl,81.80 bhp,113Nm@ 4200rpm,5,Blue,5 Speed,FWD,Power,Disc,Drum,12.6 Seconds,K Series VVT Engine,5.3 Lakh*
488,Ford Fiesta 1.6 ZXi ABS,2009,Petrol,"1,46,200 kms",1596 CC,First Owner,Manual,15.3 kmpl,101 bhp,"14.9@ 3,400(kgm@ rpm)",5,PLATINUM SILVER,5 Speed,FWD,Power,Ventilated Disc,Self-Adjusting Drum,11.7 seconds,In-Line Engine,1.7 Lakh*
489,Maruti Swift LDI,2013,Diesel,"42,370 kms",1248 CC,First Owner,Manual,22.9 kmpl,74 bhp,190Nm@ 2000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,4.5 Lakh*
490,Toyota Etios GD,2014,Diesel,"1,02,590 kms",1364 CC,First Owner,Manual,23.59 kmpl,null bhp,5,5,Red,-,-,Power,-,-,-,null,5.2 Lakh*
491,Honda City SV MT,2016,Petrol,"1,21,517 kms",1497 CC,First Owner,Manual,17.4 kmpl,117.60 bhp,145Nm@ 4600rpm,5,White,5 Speed,FWD,Electric,Ventilated Disc,Drum,9.64 Seconds,i VTEC Engine,5.8 Lakh*
492,Ford EcoSport 1.5 TDCi Titanium BSIV,2014,Diesel,"79,999 kms",1498 CC,First Owner,Manual,22.77 kmpl,98.59 bhp,205Nm@ 1750-3250rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,13.5 Seconds,TDCi Diesel Engine,5 Lakh*
493,Maruti Zen Estilo LXI BSIII,2008,Petrol,"61,055 kms",998 CC,Second Owner,Manual,18.2 kmpl,67.1 bhp,90Nm@ 3500rpm,5,Black,5 Speed,FWD,Power,Ventilated Disc,Drum,16.26 seconds,K Series Petrol Engine,1 Lakh*
494,Chevrolet Spark 1.0 LS,2012,Petrol,"47,898 kms",995 CC,Second Owner,Manual,18.0 kmpl,62 bhp,90.3Nm@ 4200rpm,5,Grey,5 Speed,FWD,Power,Disc,Self-Adjusting Drum,14.8 seconds,In-Line Engine,1.85 Lakh*
495,Tata Nano Twist XT,2015,Petrol,"27,967 kms",624 CC,First Owner,Manual,25.4 kmpl,37.5 bhp,51Nm@ 4000+/-500rpm,4,Red,4 Speed,RWD,Power,Drum,Drum,12.6 Seconds,Petrol Engine,1.75 Lakh*
496,Honda Amaze 2016-2021 V Diesel,2019,Diesel,"20,791 kms",1498 CC,First Owner,Manual,24.7 kmpl,98.63 bhp,200Nm@ 1750rpm,5,Red,5 Speed,FWD,Electric,Disc,Drum,10.06 Seconds,i-DTEC Diesel Engine,7.3 Lakh*
497,Hyundai Xcent 1.1 CRDi S,2014,Diesel,"83,000 kms",1120 CC,First Owner,Manual,24.4 kmpl,71 bhp,180.4Nm@ 1750-2500rpm,5,SILKY SILVER,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,U2 CRDI Diesel Engine,3.95 Lakh*
498,Maruti Swift VXI,2016,Petrol,"32,317 kms",1197 CC,First Owner,Manual,18.6 kmpl,85.8 bhp,114Nm@ 4000rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,12.29 Seconds,K Series Petrol Engine,5.25 Lakh*
499,Maruti Wagon R VXI,2014,Petrol,"67,131 kms",998 CC,First Owner,Manual,18.9 kmpl,67.1 bhp,90Nm@ 3500rpm,5,Blue,5 Speed,FWD,Power,Ventilated Disc,Drum,-,K Series Petrol Engine,3.5 Lakh*
500,Maruti Wagon R VXI,2015,Petrol,"19,477 kms",998 CC,First Owner,Manual,18.9 kmpl,67.1 bhp,90Nm@ 3500rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,-,K Series Petrol Engine,4.3 Lakh*
501,Honda Brio 1.2 VX MT,2014,Petrol,"43,275 kms",1198 CC,First Owner,Manual,18.5 kmpl,86.8 bhp,109Nm@ 4500rpm,5,Blue,5 Speed,FWD,Power,Disc,Drum,14.5 Seconds,i-VTEC Engine,4.05 Lakh*
502,Maruti Alto 800 LXI,2012,Petrol,"67,000 kms",796 CC,Second Owner,Manual,22.74 kmpl,47.3 bhp,69Nm@ 3500rpm,5,Grey,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,2.2 Lakh*
503,Volkswagen Polo GT TSI,2018,Petrol,"38,761 kms",1197 CC,First Owner,Automatic,17.21 kmpl,103.6 bhp,175Nm@ 1500-4100rpm,5,Red,7 Speed,FWD,Power,Disc,Drum,9.7 Seconds,TSI Petrol Engine,8.25 Lakh*
504,Ford EcoSport 1.5 Ti VCT MT Titanium,2013,Petrol,"81,236 kms",1499 CC,Second Owner,Manual,15.8 kmpl,110 bhp,140Nm@ 4400rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,16 Seconds,Ti-VCT Petrol Engine,4 Lakh*
505,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,Diesel,"40,448 kms",1498 CC,Second Owner,Manual,22.77 kmpl,98.59 bhp,205Nm@ 1750-3250rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,13.5 Seconds,TDCi Diesel Engine,5.2 Lakh*
506,Maruti Ertiga VDI,2017,Diesel,"64,705 kms",1248 CC,First Owner,Manual,20.77 kmpl,88.76 bhp,200Nm@ 1750rpm,7,Blue,5 Speed,FWD,Power,Disc,Drum,13.3 Seconds,DDiS Diesel Engine,8.1 Lakh*
507,Maruti Swift Dzire Tour 2012-2018 LDI,2015,Diesel,"1,06,346 kms",1248 CC,First Owner,Manual,23.4 kmpl,74 bhp,190Nm@ 2000rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14.85 Seconds,DDiS Diesel Engine,5.6 Lakh*
508,Maruti Wagon R LXI,2006,Petrol,"43,857 kms",998 CC,First Owner,Manual,18.9 kmpl,67.1 bhp,90Nm@ 3500rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,-,K Series Petrol Engine,1.2 Lakh*
509,Honda City i DTec E,2014,Diesel,"75,270 kms",1498 CC,First Owner,Manual,26.0 kmpl,98.6 bhp,200Nm@ 1750rpm,5,Silver,6 Speed,FWD,Power,Disc,Drum,10 Seconds,i DTEC Diesel Engine,6.5 Lakh*
510,Maruti Baleno Zeta,2017,Petrol,"55,001 kms",1197 CC,First Owner,Manual,21.01 kmpl,81.80 bhp,113Nm@ 4200rpm,5,Blue,5 Speed,FWD,Electric,Disc,Drum,12.36 seconds,1.2L VVT Engine,6.5 Lakh*
511,Volkswagen Vento Petrol Highline AT,2016,Petrol,"1,92,222 kms",1598 CC,First Owner,Automatic,14.4 kmpl,103.6 bhp,153Nm@ 3800rpm,5,Silver,6 Speed,FWD,Power,Disc,Drum,-,In Line Petrol Engine,5.8 Lakh*
512,Honda Amaze 2016-2021 VX Diesel,2020,Diesel,"4,493 kms",1498 CC,First Owner,Manual,24.7 kmpl,98.63 bhp,200Nm@ 1750rpm,5,Red,5 Speed,FWD,Electric,Disc,Drum,10.06 Seconds,i-DTEC Diesel Engine,11.23 Lakh*
513,Nissan Micra XL,2013,Petrol,"38,725 kms",1198 CC,First Owner,Manual,18.06 kmpl,75 bhp,104Nm@ 4000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,15.2 Seconds,In Line Petrol Engine,3.2 Lakh*
514,Chevrolet Beat Diesel LT,2011,Diesel,"33,576 kms",936 CC,Second Owner,Manual,25.44 kmpl,57.6 bhp,150Nm@ 1750rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,-,Smartech Engine,2.35 Lakh*
515,Volkswagen Polo Diesel Highline 1.2L,2013,Diesel,"53,892 kms",1199 CC,First Owner,Manual,22.07 kmpl,73.9 bhp,180Nm@ 2000rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,14.4 Seconds,In-Line Diesel Engine,4.5 Lakh*
516,Ford EcoSport 1.5 TDCi Trend BSIV,2014,Diesel,"1,02,261 kms",1498 CC,First Owner,Manual,22.77 kmpl,98.59 bhp,205Nm@ 1750-3250rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.5 Seconds,TDCi Diesel Engine,4.99 Lakh*
517,Honda Brio 1.2 VX MT,2015,Petrol,"63,309 kms",1198 CC,First Owner,Manual,18.5 kmpl,86.8 bhp,109Nm@ 4500rpm,5,Red,5 Speed,FWD,Power,Disc,Drum,14.5 Seconds,i-VTEC Engine,4.3 Lakh*
518,Honda City 1.5 V MT Exclusive,2015,Petrol,"65,286 kms",1497 CC,First Owner,Manual,17.0 kmpl,118 bhp,146Nm at 4800 rpm,5,TITANIUM GREY,5 Speed,FWD,Power,Disc,Drum,-,In-Line Engine,6.9 Lakh*
519,Maruti Ritz VXI,2010,Petrol,"64,571 kms",1197 CC,Second Owner,Manual,21.1 kmpl,85.80 bhp,114Nm@ 4000rpm,5,Grey,5-Speed,FWD,Power,Ventilated Disk,Drum,14.2,K Series Petrol Engine,2.75 Lakh*
520,Honda City VX MT,2015,Petrol,"66,075 kms",1497 CC,First Owner,Manual,17.4 kmpl,117.6 bhp,145Nm@ 4600rpm,5,Golden Brown,5 Speed,FWD,Power,Ventilated Disc,Drum,9.64 Seconds,i VTEC Engine,7.5 Lakh*
521,Maruti Alto K10 VXI,2011,Petrol,"66,664 kms",998 CC,First Owner,Manual,23.95 kmpl,67.05 bhp,90Nm@ 3500rpm,5,MET ECRU BEIGE,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,2.2 Lakh*
522,Maruti Wagon R VXI,2010,Petrol,"81,137 kms",998 CC,First Owner,Manual,18.9 kmpl,67.1 bhp,90Nm@ 3500rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,-,K Series Petrol Engine,2.6 Lakh*
523,Ford EcoSport 1.5 TDCi Titanium BSIV,2016,Diesel,"1,22,961 kms",1498 CC,First Owner,Manual,22.77 kmpl,98.59 bhp,205Nm@ 1750-3250rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.5 Seconds,TDCi Diesel Engine,5 Lakh*
524,Honda Jazz 1.2 V i VTEC,2016,Petrol,"1,25,634 kms",1199 CC,First Owner,Manual,18.7 kmpl,88.7 bhp,110Nm@ 4800rpm,5,White,5 Speed,FWD,Power,Disc,Drum,13.7 Seconds,i-VTEC Petrol Engine,4.7 Lakh*
525,Maruti Alto 800 VXI,2014,Petrol,"31,225 kms",796 CC,First Owner,Manual,22.74 kmpl,47.3 bhp,69Nm@ 3500rpm,5,Grey,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,2.7 Lakh*
526,Renault KWID RXL,2019,Petrol,"15,332 kms",799 CC,First Owner,Manual,25.17 kmpl,53.3 bhp,72Nm@ 4386rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,4.2 Lakh*
527,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2015,Petrol,"82,858 kms",1197 CC,First Owner,Manual,18.9 kmpl,81.86 bhp,113.75nm@ 4000rpm,5,Orange,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,3.9 Lakh*
528,Hyundai i20 1.4 CRDi Sportz,2015,Diesel,"82,187 kms",1396 CC,First Owner,Manual,23.0 kmpl,90 bhp,22.4 kgm at 1750-2750rpm,5,Blue,6 Speed,-,Power,Disk,Drum,12.96 Sec,Diesel Engine,5.5 Lakh*
529,Maruti Alto LXi,2005,Petrol,"80,481 kms",796 CC,First Owner,Manual,19.7 kmpl,46.3 bhp,62Nm@ 3000rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,17.7 seconds,In-Line Engine,1.4 Lakh*
530,Maruti Alto K10 LXI,2016,Petrol,"53,000 kms",998 CC,First Owner,Manual,20.92 kmpl,67.1 bhp,90Nm@ 3500rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3Seconds,K Series Petrol Engine,3 Lakh*
531,Ford Figo 1.5D Titanium MT,2010,Diesel,"83,851 kms",1498 CC,First Owner,Manual,25.83 kmpl,99 bhp,215Nm@ 1750-3000rpm,5,Green,5 Speed,FWD,EPAS,Ventilated Disc,Drum,11.6 Seconds,TDCi Diesel Engine,2.5 Lakh*
532,Ford Figo 1.5D Titanium MT,2010,Diesel,"83,851 kms",1498 CC,First Owner,Manual,25.83 kmpl,99 bhp,215Nm@ 1750-3000rpm,5,Green,5 Speed,FWD,EPAS,Ventilated Disc,Drum,11.6 Seconds,TDCi Diesel Engine,2.5 Lakh*
533,Hyundai Xcent 1.2 Kappa AT SX Option,2014,Petrol,"35,332 kms",1197 CC,First Owner,Automatic,16.9 kmpl,82 bhp,114Nm@ 4000rpm,5,Red,4 Speed,FWD,Power,Disc,Drum,14.2 Seconds,Kappa VTVT Petrol Engine,4.3 Lakh*
534,Volkswagen Polo Diesel Comfortline 1.2L,2017,Diesel,"29,133 kms",1199 CC,First Owner,Manual,22.07 kmpl,73.9 bhp,180Nm@ 2000rpm,5,Brown,5 Speed,FWD,Power,Disc,Drum,14.4 Seconds,In-Line Diesel Engine,5.5 Lakh*
535,Maruti Celerio VXI,2015,Petrol,"1,28,628 kms",998 CC,Second Owner,Manual,23.1 kmpl,67.04 bhp,90Nm@ 3500rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,2.5 Lakh*
536,Maruti A Star Vxi,2012,Petrol,"73,006 kms",998 CC,First Owner,Manual,19.0 kmpl,66.1 bhp,90Nm@ 3500rpm,5,Brown,5 Speed,FWD,Power,Ventilated Disc,Drum,-,K Series Petrol Engine,2.75 Lakh*
537,Mahindra KUV100 NXT D75 K6 Plus,2017,Diesel,"32,094 kms",1198 CC,First Owner,Manual,25.32 kmpl,77 bhp,190Nm@ 1750-2250rpm,6,Grey,5 Speed,FWD,Power,Disc,Drum,14.5 seconds,mFALCON D75 Engine,4.95 Lakh*
538,Hyundai i10 Asta 1.2,2013,Petrol,"45,581 kms",1197 CC,Second Owner,Manual,20.36 kmpl,78.9 bhp,111.8Nm@ 4000rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,-,DOHC Engine,3.8 Lakh*
539,Mahindra Quanto C8,2012,Diesel,"27,248 kms",1493 CC,First Owner,Manual,17.21 kmpl,100 bhp,240Nm@ 1600-2800rpm,7,White,5 Speed,RWD,Power,Disc,Drum,14 Seconds,mCR100 Diesel Engine,3.7 Lakh*
540,Renault KWID RXT,2019,Petrol,"28,541 kms",799 CC,First Owner,Manual,25.17 kmpl,53.3 bhp,72Nm@ 4386rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,4.5 Lakh*
541,Maruti Swift VXI,2017,Petrol,"59,808 kms",1197 CC,First Owner,Manual,18.6 kmpl,85.8 bhp,114Nm@ 4000rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.29 Seconds,K Series Petrol Engine,5.4 Lakh*
542,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,Petrol,"67,826 kms",1197 CC,First Owner,Manual,18.9 kmpl,81.86 bhp,113.75nm@ 4000rpm,5,Red,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,4.85 Lakh*
543,Hyundai i20 2015-2017 Magna 1.2,2014,Petrol,"79,860 kms",1197 CC,First Owner,Manual,18.6 kmpl,81.83 bhp,114.7Nm@ 4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,4.9 Lakh*
544,Ford Classic 1.4 Duratorq Titanium,2014,Diesel,"1,50,869 kms",1399 CC,First Owner,Manual,19.68 kmpl,67 bhp,160Nm@ 2000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Self Adjusting Drums,12.8 Seconds,In-Line Engine,2.5 Lakh*
545,Hyundai Xcent 1.1 CRDi S,2014,Diesel,"92,746 kms",1120 CC,First Owner,Manual,24.4 kmpl,71 bhp,180.4Nm@ 1750-2500rpm,5,Blue,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,U2 CRDI Diesel Engine,4 Lakh*
546,Hyundai i10 Sportz 1.2,2011,Petrol,"1,22,089 kms",1197 CC,First Owner,Manual,20.36 kmpl,78.9 bhp,111.8Nm@ 4000rpm,5,Gold,5 Speed,FWD,Power,Ventilated Disc,Drum,-,DOHC Engine,2.4 Lakh*
547,Hyundai i10 Magna 1.2,2008,Petrol,"1,09,540 kms",1197 CC,First Owner,Manual,20.36 kmpl,78.9 bhp,111.7Nm@ 4000rpm,5,Gold,5 Speed,FWD,Power,Ventilated Disc,Drum,-,Petrol Engine,2.1 Lakh*
548,Hyundai i10 Magna 1.2,2009,Petrol,"65,033 kms",1197 CC,Second Owner,Manual,20.36 kmpl,78.9 bhp,111.7Nm@ 4000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,-,Petrol Engine,2.15 Lakh*
549,Honda Jazz 1.2 S i VTEC,2016,Petrol,"83,615 kms",1199 CC,First Owner,Manual,18.7 kmpl,88.7 bhp,110Nm@ 4800rpm,5,Orange,5 Speed,FWD,Power,Disc,Drum,13.7 Seconds,i-VTEC Petrol Engine,5.5 Lakh*
550,Maruti Ciaz ZXi,2014,Petrol,"89,500 kms",1373 CC,First Owner,Manual,20.73 kmpl,91.1 bhp,130Nm@ 4000rpm,5,MET ECRU BEIGE,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,4.6 Lakh*
551,Honda Jazz 1.2 V i VTEC,2016,Petrol,"54,878 kms",1199 CC,First Owner,Manual,18.7 kmpl,88.7 bhp,110Nm@ 4800rpm,5,White,5 Speed,FWD,Power,Disc,Drum,13.7 Seconds,i-VTEC Petrol Engine,5.9 Lakh*
552,Hyundai Santro Xing GLS,2009,Petrol,"53,735 kms",1086 CC,First Owner,Manual,17.92 kmpl,62.1 bhp,96.1Nm@ 3000rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,-,Petrol Engine,2 Lakh*
553,Honda Brio 1.2 VX MT,2018,Petrol,"25,000 kms",1198 CC,First Owner,Manual,18.5 kmpl,86.8 bhp,109Nm@ 4500rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,14.5 Seconds,i-VTEC Engine,5.2 Lakh*
554,Ford Fiesta 1.6 SXi ABS,2010,Petrol,"81,860 kms",1596 CC,First Owner,Manual,15.3 kmpl,101 bhp,"14.9@ 3,400(kgm@ rpm)",5,Silver,5 Speed,FWD,Power,Ventilated Disc,Self-Adjusting Drum,11.7 seconds,In-Line Engine,2.5 Lakh*
555,Maruti Alto 800 LXI,2014,Petrol,"43,428 kms",796 CC,First Owner,Manual,22.74 kmpl,47.3 bhp,69Nm@ 3500rpm,5,Grey,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,2.6 Lakh*
556,Volkswagen Polo 1.5 TDI Highline,2015,Diesel,"86,857 kms",1498 CC,First Owner,Manual,20.14 kmpl,88.8 bhp,230Nm@ 1500-2500rpm,5,Blue,5 Speed,FWD,Power,Disc,Drum,16.1 Seconds,TDI Diesel Engine,5.1 Lakh*
557,Ford Fiesta 1.4 Duratorq ZXI,2012,Diesel,"1,04,183 kms",1399 CC,Second Owner,Manual,17.8 kmpl,68 bhp,"16.3@ 2,000(kgm@ rpm)",5,White,5 Speed,FWD,Power,Ventilated Disc,Self-Adjusting Drum,17.6 seconds,In-Line Engine,2.25 Lakh*
558,Tata Tiago 2019-2020 XM,2017,Petrol,"6,92,007 kms",1199 CC,First Owner,Manual,23.84 kmpl,83.83 bhp,114Nm@ 3500rpm,5,White,5 Speed,FWD,Power,Disc,Drum,-,Revotron Engine,4.25 Lakh*
559,Honda City 1.5 V MT Exclusive,2016,Petrol,"55,017 kms",1497 CC,First Owner,Manual,17.0 kmpl,118 bhp,146Nm at 4800 rpm,5,TITANIUM GREY,5 Speed,FWD,Power,Disc,Drum,-,In-Line Engine,6.7 Lakh*
560,Nissan Micra Active XV,2014,Petrol,"58,231 kms",1198 CC,Second Owner,Manual,19.69 kmpl,67.04 bhp,104Nm@ 4000rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,In Line Petrol Engine,3.3 Lakh*
561,Hyundai i10 Magna 1.2,2010,Petrol,"35,007 kms",1197 CC,First Owner,Manual,20.36 kmpl,78.9 bhp,111.7Nm@ 4000rpm,5,Gold,5 Speed,FWD,Power,Ventilated Disc,Drum,-,Petrol Engine,2.75 Lakh*
562,Maruti Wagon R VXI,2010,Petrol,"63,736 kms",998 CC,Second Owner,Manual,18.9 kmpl,67.1 bhp,90Nm@ 3500rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,-,K Series Petrol Engine,2.1 Lakh*
563,Maruti Swift Dzire VXI 1.2,2017,Petrol,"40,000 kms",1197 CC,First Owner,Manual,21.21 kmpl,81.80 bhp,113Nm@ 4200rpm,5,-,5 Speed,FWD,Power,Disc,Drum,12.6 Seconds,K Series VVT Engine,5.8 Lakh*
564,Maruti Swift VDI,2015,Diesel,"76,000 kms",1248 CC,First Owner,Manual,28.4 kmpl,74 bhp,190Nm@ 2000rpm,5,Silver,5,-,Power,Disc,Drum,-,DDiS 190 Engine,5.4 Lakh*
565,Maruti SX4 Vxi BSIV,2014,Petrol,"60,000 kms",1586 CC,Second Owner,Manual,16.51 kmpl,103.2 bhp,145Nm@ 4100rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Drum,-,VVT Petrol Engine,3.15 Lakh*
566,Tata Aria Pure 4x2,2012,Diesel,"90,000 kms",2197 CC,First Owner,Manual,13.7 kmpl,138.1 bhp,320Nm@ 1700-2700rpm,7,Silver,5 Speed,FWD,Power,Ventilated Disc,Ventilated Disc,-,Dicor Complaint With Dual,6 Lakh*
567,Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2008,Diesel,"1,20,000 kms",2179 CC,Third Owner,Manual,12.05 kmpl,120 bhp,290Nm@ 1800-2800rpm,7,-,5 Speed,FWD,Power,Disc,Drum,-,mHawk CRDe Engine,3.5 Lakh*
568,Hyundai Xcent 1.1 CRDi SX Option,2015,Diesel,"1,65,000 kms",1120 CC,Third Owner,Manual,24.4 kmpl,71 bhp,180.4Nm@ 1750-2500rpm,5,-,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,U2 CRDI Diesel Engine,4 Lakh*
569,Tata Indica DLS BSIII,2015,Diesel,"80,000 kms",1405 CC,First Owner,Manual,17.88 kmpl,48.21 bhp,85Nm@ 2500rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Drum,16.8 Seconds,TDi Engine,1.9 Lakh*
570,Maruti Ertiga ZDI,2016,Diesel,"63,000 kms",1248 CC,First Owner,Manual,25.47 kmpl,88.50 bhp,200Nm@ 1750rpm,7,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,-,DDIS 200 Smart Hybrid,8.5 Lakh*
571,Mercedes-Benz E-Class Exclusive E 220 d BSIV,2017,Diesel,"12,000 kms",1950 CC,First Owner,Automatic,16.1 kmpl,191.7 bhp,400Nm@ 1600-2800rpm,5,Black,9 Speed,RWD,Electric,Ventilated Disc,Disc,7.3 Seconds,CDI In-line Engine,45.5 Lakh*
572,Maruti Swift VDI,2013,Diesel,"85,000 kms",1248 CC,First Owner,Manual,28.4 kmpl,74 bhp,190Nm@ 2000rpm,5,Grey,5,-,Power,Disc,Drum,-,DDiS 190 Engine,4 Lakh*
573,Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018,Petrol,"35,000 kms",999 CC,First Owner,Manual,18.78 kmpl,75 bhp,95Nm@ 3000-4300rpm,5,Red,5 Speed,FWD,Power,Disc,Drum,14.2 Seconds,MPI Petrol Engine,6.9 Lakh*
574,Tata Aria Pure 4x2,2012,Diesel,"90,000 kms",2197 CC,First Owner,Manual,13.7 kmpl,138.1 bhp,320Nm@ 1700-2700rpm,7,Silver,5 Speed,FWD,Power,Ventilated Disc,Ventilated Disc,-,Dicor Complaint With Dual,6 Lakh*
575,Tata Nano Twist XT,2014,Petrol,"53,103 kms",624 CC,First Owner,Manual,25.4 kmpl,37.5 bhp,51Nm@ 4000+/-500rpm,4,Blue,4 Speed,RWD,Power,Drum,Drum,12.6 Seconds,Petrol Engine,1.4 Lakh*
576,Maruti Swift Dzire VXI 1.2,2017,Petrol,"40,000 kms",1197 CC,First Owner,Manual,21.21 kmpl,81.80 bhp,113Nm@ 4200rpm,5,-,5 Speed,FWD,Power,Disc,Drum,12.6 Seconds,K Series VVT Engine,5.8 Lakh*
577,Tata Indica DLS BSIII,2015,Diesel,"80,000 kms",1405 CC,First Owner,Manual,17.88 kmpl,48.21 bhp,85Nm@ 2500rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Drum,16.8 Seconds,TDi Engine,1.9 Lakh*
578,Maruti Swift VDI,2015,Diesel,"76,000 kms",1248 CC,First Owner,Manual,28.4 kmpl,74 bhp,190Nm@ 2000rpm,5,Silver,5,-,Power,Disc,Drum,-,DDiS 190 Engine,5.4 Lakh*
579,Maruti SX4 Vxi BSIV,2014,Petrol,"60,000 kms",1586 CC,Second Owner,Manual,16.51 kmpl,103.2 bhp,145Nm@ 4100rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Drum,-,VVT Petrol Engine,3.15 Lakh*
580,Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2008,Diesel,"1,20,000 kms",2179 CC,Third Owner,Manual,12.05 kmpl,120 bhp,290Nm@ 1800-2800rpm,7,-,5 Speed,FWD,Power,Disc,Drum,-,mHawk CRDe Engine,3.5 Lakh*
581,Hyundai i20 2015-2017 Sportz 1.2,2017,Petrol,"20,000 kms",1197 CC,First Owner,Manual,18.6 kmpl,81.83 bhp,114.7Nm@ 4000rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,6.35 Lakh*
