,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Engine_Type,Price
582,Hyundai Xcent 1.1 CRDi SX Option,2015,Diesel,"1,65,000 kms",1120 CC,Third Owner,Manual,24.4 kmpl,71 bhp,180.4Nm@ 1750-2500rpm,5,-,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,U2 CRDI Diesel Engine,4 Lakh*
583,Maruti Ertiga ZDI,2016,Diesel,"63,000 kms",1248 CC,First Owner,Manual,25.47 kmpl,88.50 bhp,200Nm@ 1750rpm,7,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,-,DDIS 200 Smart Hybrid,8.5 Lakh*
584,Maruti SX4 S Cross DDiS 320 Delta,2017,Diesel,"45,000 kms",1598 CC,First Owner,Manual,22.7 kmpl,118 bhp,320Nm@ 1750rpm,5,Blue,6 Speed,FWD,Power,Ventilated Disc,Solid Disc,12 Seconds,DDiS 320 Diesel Engine,7.95 Lakh*
585,Mahindra Jeep MM 540 DP,1995,Diesel,"35,000 kms",2112 CC,Fourth & Above Owner,Manual,0.0 kmpl,null bhp,6,6,-,-,-,Power,-,-,-,null,2.15 Lakh*
586,Maruti Wagon R VXI 1.2,2019,Petrol,"15,000 kms",1197 CC,First Owner,Manual,20.52 kmpl,81.80 bhp,113Nm@ 4200rpm,5,-,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K12M Petrol Engine,5.5 Lakh*
587,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2010,Petrol,"50,000 kms",995 CC,First Owner,Manual,16.5 kmpl,63 bhp,90.3Nm@ 4200rpm,5,-,5-Speed,FWD,Power,Disc,Self-Adjusting Drum,13.6,In-Line Engine,1.1 Lakh*
588,Volkswagen Polo Diesel Comfortline 1.2L,2012,Diesel,"84,000 kms",1199 CC,First Owner,Manual,22.07 kmpl,73.9 bhp,180Nm@ 2000rpm,5,Black,5 Speed,FWD,Power,Disc,Drum,14.4 Seconds,In-Line Diesel Engine,3.4 Lakh*
589,Ford Endeavour Titanium Plus 4X2 AT,2020,Diesel,"4,500 kms",1996 CC,First Owner,Automatic,13.9 kmpl,167.62 bhp,420Nm@ 2000-2500rpm,7,White,10 speed,RWD,Power,Disc,Disc,-,EcoBlue engine,35 Lakh*
590,Jeep Compass 2.0 Sport Plus,2019,Diesel,"18,000 kms",1956 CC,First Owner,Manual,17.1 kmpl,170 bhp,350Nm@ 1750-2500rpm,5,Red,6 Speed,4X2,power,Disc,Discs,-,2.0-Litre 4-Cyl Multijet,15.9 Lakh*
591,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2019,Diesel,"15,786 kms",1248 CC,First Owner,Manual,25.1 kmpl,88.5 bhp,200Nm@ 1750rpm,5,Blue,5 Speed,FWD,Power,Disc,Disc,13.42 Seconds,DDiS 200 Diesel Engine,9.5 Lakh*
592,Hyundai Verna Transform VGT CRDi with Audio BS III,2010,Diesel,"98,422 kms",1493 CC,Third Owner,Manual,16.2 kmpl,110 bhp,24 KGM at 1900-2750 RPM,5,Silver,Five Speed Manual Transmission,Two Wheel Drive,Power,Disc,Drum,13.1 Seconds,Diesel,1.9 Lakh*
593,Hyundai i20 Active 1.2 S,2016,Petrol,"37,001 kms",1197 CC,Second Owner,Manual,17.19 kmpl,81.86 bhp,114.73Nm@ 4000rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,14 Seconds,VTVT Petrol Engine,5.65 Lakh*
594,Hyundai Santa Fe 4x4 AT,2012,Diesel,"1,20,000 kms",2199 CC,First Owner,Automatic,11.72 kmpl,194.3 bhp,436.4Nm@ 1800-2500rpm,7,-,6 speed,AWD,Power,Ventilated Disc,Solid Disc,11.2 seconds,CRDi Diesel Engine,10.75 Lakh*
595,Hyundai Grand i10 Magna,2015,Petrol,"50,000 kms",1197 CC,Second Owner,Manual,18.9 kmpl,82 bhp,114Nm@ 4000rpm,5,-,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,3.9 Lakh*
596,Renault Pulse RxZ,2015,Diesel,"1,00,000 kms",1461 CC,First Owner,Manual,23.08 kmpl,63.1 bhp,160Nm@ 2000rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Drum,16 Seconds,dCi In-Line Diesel Engine,3.5 Lakh*
597,Hyundai Santro LE zipPlus,2000,Petrol,"67,524 kms",999 CC,Second Owner,Manual,0.0 kmpl,null bhp,5,5,Silver,-,-,Power,-,-,-,null,"65,000*"
598,Mahindra Scorpio 2.6 Turbo 7 Str,2007,Diesel,"1,97,000 kms",2609 CC,First Owner,Manual,12.7 kmpl,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",8,-,5 Speed,2WD,Power,Disc,Drum,16.5 seconds,In-Line Engine,2.45 Lakh*
599,Ford Aspire 1.2 Ti-VCT Trend,2017,Petrol,"25,000 kms",1196 CC,First Owner,Manual,18.16 kmpl,86.8 bhp,112Nm@ 4000rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Drum,15.7 Seconds,Ti-VCT Petrol Engine,5.5 Lakh*
600,Maruti Swift VXI,2020,Petrol,"25,000 kms",1197 CC,First Owner,Manual,21.21 kmpl,81.80 bhp,113Nm@ 4200rpm,5,-,5,FWD,Electric,Disc,Drum,12.71s,VTVT Engine,6 Lakh*
601,Hyundai Grand i10 1.2 Kappa Sportz AT,2019,Petrol,"11,755 kms",1197 CC,First Owner,Automatic,18.9 kmpl,81.86 bhp,113.75nm@ 4000rpm,5,-,4 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,5.99 Lakh*
602,Maruti A Star Vxi,2009,Petrol,"80,000 kms",998 CC,Second Owner,Manual,19.0 kmpl,66.1 bhp,90Nm@ 3500rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Drum,-,K Series Petrol Engine,1.95 Lakh*
603,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,Diesel,"40,000 kms",1498 CC,Second Owner,Manual,23.0 kmpl,98.96 bhp,205Nm@ 1750-3250rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Drum,-,TDCi Diesel Engine,7.45 Lakh*
604,Hyundai Elantra CRDi,2006,Diesel,"90,000 kms",1991 CC,Second Owner,Manual,14.9 kmpl,112.2 bhp,"25@ 1,800-2,800(kgm@ rpm)",5,-,5 Speed,FWD,Power,Ventilated Disc,Solid Disc,12.5 seconds,In-Line Engine,1.1 Lakh*
605,Maruti Swift VXI,2018,Petrol,"19,450 kms",1197 CC,First Owner,Manual,22.0 kmpl,81.80 bhp,113Nm@ 4200rpm,5,Red,5,-,Power,Disc,Drum,-,VTVT Engine,5.9 Lakh*
606,Chevrolet Tavera Neo 2 LT L 9 Str,2010,Diesel,"1,70,356 kms",2499 CC,Third Owner,Manual,14.8 kmpl,80 bhp,"19@ 1,800(kgm@ rpm)",9,White,5 Speed,-,Power,Ventilated Disc,Drum,22.3 seconds,In-Line Engine,2.5 Lakh*
607,Audi A3 40 TFSI Premium Plus,2018,Petrol,"48,000 kms",1798 CC,First Owner,Automatic,16.6 kmpl,177.5 bhp,250Nm@ 1250-5000rpm,5,Black,7 Speed S Tronic,FWD,Power,Ventilated Disc,Disc,7.3 Seconds,TFSI Petrol Engine,23 Lakh*
608,Jaguar XF 2.0 Diesel Portfolio,2018,Diesel,"78,000 kms",1999 CC,First Owner,Automatic,19.33 kmpl,177 bhp,430Nm@ 1750-2500rpm,5,White,8 Speed,RWD,Power,Disc,Disc,9.36 Seconds,Diesel Engine,36 Lakh*
609,Audi Q3 2.0 TDI Quattro Premium Plus,2014,Diesel,"69,000 kms",1968 CC,Second Owner,Automatic,15.73 kmpl,174.33 bhp,380Nm@ 1750-2500rpm,5,White,7-Speed S-Tronic,AWD,Power,Ventilated Disc,Drum,8.2 Seconds,TDI Diesel Engine,15.75 Lakh*
610,BMW 3 Series 320d Luxury Line,2017,Diesel,"15,000 kms",1995 CC,First Owner,Automatic,22.69 kmpl,190 bhp,400Nm@ 1750-2500rpm,5,Blue,8 Speed,RWD,Power,Disc,Disc,7.2 Seconds,TwinPower Turbo 4 Cylinde,30 Lakh*
611,Maruti 800 Std BSIII,2000,Petrol,"62,034 kms",796 CC,First Owner,Manual,16.1 kmpl,37 bhp,59Nm@ 2500rpm,4,Red,4 Speed,FWD,Manual,Disc,Drum,21 seconds,Hi-Tech Petrol Engine,"50,000*"
612,Mercedes-Benz CLA 200 CDI Style,2015,Diesel,"50,000 kms",2143 CC,First Owner,Automatic,17.9 kmpl,136 bhp,300Nm@ 1600-3000rpm,5,Silver,7 Speed,FWD,Power,Disc,Disc,9.8 Seconds,In Line Diesel Engine,19 Lakh*
613,Maruti Wagon R VXI AMT,2017,Petrol,"37,001 kms",998 CC,First Owner,Automatic,21.79 kmpl,67.05 bhp,90Nm@ 3500rpm,5,Blue,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,4.65 Lakh*
614,Tata Nano XTA,2016,Petrol,"15,000 kms",624 CC,Third Owner,Automatic,21.9 kmpl,37.48 bhp,51Nm@ 4000rpm,4,-,5 Speed,RWD,Power,Drum,Drum,12.6 Seconds,Petrol Engine,2 Lakh*
615,Honda City 1.5 V AT Exclusive,2011,Petrol,"75,000 kms",1497 CC,Second Owner,Automatic,17.0 kmpl,118 bhp,146Nm at 4800 rpm,5,Gold,5 Speed,FWD,Power,Disc,Drum,-,In-Line Engine,4.5 Lakh*
616,Hyundai Grand i10 CRDi Asta,2014,Diesel,"70,000 kms",1120 CC,First Owner,Manual,24.0 kmpl,70 bhp,160Nm@ 1500-2750rpm,5,-,5 Speed,FWD,Power,Disc,Drum,15.6 Seconds,U2 CRDi Diesel Engine,4.1 Lakh*
617,Honda Jazz V CVT,2016,Petrol,"35,001 kms",1199 CC,Second Owner,Automatic,18.2 kmpl,88.7 bhp,110Nm@ 4800rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,13.7 Seconds,i-VTEC Petrol Engine,5.9 Lakh*
618,Hyundai Grand i10 Magna AT,2016,Petrol,"49,000 kms",1197 CC,First Owner,Automatic,18.9 kmpl,82 bhp,114Nm@ 4000rpm,5,White,4 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,4.9 Lakh*
619,BMW X4 M Sport X xDrive20d,2019,Diesel,"20,000 kms",1995 CC,Second Owner,Automatic,16.55 kmpl,187.74 bhp,400Nm@ 1750-2500rpm,5,Maroon,8-Speed Steptronic,4WD,Power,Disc,Disc,8.0 Seconds,TwinPower Turbo 4-cylinder engine,47.5 Lakh*
620,Skoda Fabia 1.4 TDI Active,2008,Diesel,"1,07,068 kms",1422 CC,Second Owner,Manual,19.4 kmpl,70 bhp,155 Nm at 1600-2800 rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 seconds,In-Line Engine,1.4 Lakh*
621,Chevrolet Beat LT,2011,Petrol,"75,528 kms",1199 CC,First Owner,Manual,18.6 kmpl,79.4 bhp,108Nm@ 4400rpm,5,BEIGE,5 Speed,FWD,Power,Disc,Drum,-,Smartech Engine,2 Lakh*
622,Maruti Wagon R LX BSIII,2006,Petrol,"86,325 kms",1061 CC,Second Owner,Manual,17.3 kmpl,64 bhp,"8.6@ 3,500(kgm@ rpm)",5,Maroon,5 Speed,-,Manual,Disc,Drum,16.6 seconds,In-Line Engine,1.25 Lakh*
623,Tata Indica eLS,2014,Diesel,"1,42,000 kms",1396 CC,First Owner,Manual,25.0 kmpl,69 bhp,140Nm@ 1800-3000rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,-,Common Rail CR4,1.49 Lakh*
624,Maruti Swift ZDi,2012,Diesel,"70,000 kms",1248 CC,Second Owner,Manual,22.9 kmpl,74 bhp,190Nm@ 2000rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,-,DDiS Diesel Engine,4.5 Lakh*
625,Nissan Sunny XL,2012,Petrol,"70,000 kms",1498 CC,First Owner,Manual,16.95 kmpl,97.7 bhp,134Nm@ 4000rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Drum,-,HR15 Petrol Engine,4.5 Lakh*
626,Datsun GO Plus T Petrol,2016,Petrol,"49,000 kms",1198 CC,First Owner,Manual,19.83 kmpl,67 bhp,104Nm@ 4000rpm,7,Grey,5 Speed,FWD,Power,Disc,Drum,14.2 Seconds,Naturally Aspirated 12V D,3.7 Lakh*
627,Renault Scala Diesel RxL,2015,Diesel,"70,000 kms",1461 CC,Second Owner,Manual,21.64 kmpl,84.8 bhp,200Nm@ 2000rpm,5,-,5 Speed,FWD,Power,Ventilated Disc,Drum,16 Seconds,dCi Diesel Engine,4.5 Lakh*
628,Toyota Corolla Altis G HV AT,2013,Petrol,"23,900 kms",1798 CC,Third Owner,Automatic,14.53 kmpl,138.1 bhp,173Nm@ 4000rpm,5,-,7 Speed,FWD,Power,Ventilated Disc,Solid Disc,10.42Seconds,DOHC Dual VVT-i Petrol En,8 Lakh*
629,Tata Indica DLS BSIII,2013,Diesel,"1,13,000 kms",1405 CC,Second Owner,Manual,17.88 kmpl,48.21 bhp,85Nm@ 2500rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,16.8 Seconds,TDi Engine,1.4 Lakh*
