,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Engine_Type,Price
24,2017 Renault KWID,2016,Petrol,"28,413 Kms",799 cc,1st Owner,Manual,22.3 kmpl,53.26bhp,72Nm,5,Silver,5 Speed,FWD,Electric,Disc,Drum,16 Seconds,Petrol Engine,"3,12,100"
25,2017 Maruti Alto K10,2016,Petrol,"38,567 Kms",998 cc,1st Owner,RJ23,Comprehensive,998 CC,67.05bhp,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,46,500"
26,2017 Hyundai i20,2017,Petrol,"13,526 Kms",1197 cc,2nd Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,White,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"5,95,000"
27,2019 Maruti Baleno,2018,Petrol,"36,032 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"6,15,700"
28,2015 Hyundai Grand i10,2015,Petrol,"41,882 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,13,250"
29,2018 Maruti Alto 800,2018,Petrol,"48,396 Kms",796 cc,1st Owner,Manual,22.05 kmpl,47.33bhp,69Nm,5,White,5 Speed,FWD,Power,Disc,Drum,,F8D Petrol Engine,"3,15,000"
30,2018 Maruti Alto 800,2018,Petrol,"28,301 Kms",796 cc,1st Owner,Manual,24.7 kmpl,47.3bhp,69Nm,5,White,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"3,04,000"
31,2017 Hyundai Grand i10,2017,Petrol,"38,758 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Red,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,22,750"
32,2020 Hyundai Venue,2020,Diesel,"26,814 Kms",1396 cc,1st Owner,Manual,23.7 kmpl,88.7bhp,220Nm,5,White,6-Speed,FWD,Power,Disc,Drum,,-,"11,87,800"
33,2016 Hyundai Grand i10,2016,Petrol,"36,103 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,22,750"
34,2019 Hyundai Venue,2019,Diesel,"52,169 Kms",1396 cc,1st Owner,Manual,23.7 kmpl,88.7bhp,220Nm,5,Grey,6-Speed,FWD,Power,Disc,Drum,,-,"10,75,000"
35,2018 Renault KWID,2018,Petrol,"36,867 Kms",799 cc,1st Owner,Manual,25.17 kmpl,53.3bhp,72Nm,5,White,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,"3,07,100"
36,2017 Hyundai Grand i10,2017,Diesel,"54,117 Kms",1186 cc,1st Owner,Manual,24 kmpl,73.97bhp,190.24nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.21 Seconds,U2 CRDi Diesel Engine,"4,96,900"
37,2012 Honda Brio,2012,Petrol,"72,732 Kms",1198 cc,1st Owner,Manual,19.4 kmpl,86.8bhp,109Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,,i-VTEC Engine,"2,91,460"
38,2018 Tata Tiago,2018,Petrol,"27,545 Kms",1199 cc,1st Owner,Manual,23.84 kmpl,84.48bhp,113Nm,5,Grey,5 Speed,FWD,Electric,Disc,Drum,,1.2L Revotron,"4,95,000"
39,2016 Honda City,2016,Petrol,"29,316 Kms",1497 cc,1st Owner,Manual,17.8 kmpl,117.3bhp,145Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,10 Seconds,i VTEC Engine,"7,31,900"
40,2018 Hyundai Grand i10,2018,Petrol,"36,868 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,37,000"
41,2017 Hyundai Grand i10,2017,Petrol,"76,478 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,88,800"
42,2018 Maruti Alto 800,2018,Petrol,"12,380 Kms",796 cc,1st Owner,Manual,24.7 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"3,20,000"
43,2019 Maruti Baleno,2019,Petrol,"71,999 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"5,93,750"
44,2019 Honda Amaze,2019,Petrol,"43,807 Kms",1198 cc,1st Owner,Manual,17.8 kmpl,86.7bhp,109Nm,5,Black,5 Speed,FWD,Power,Disc,Drum,15 Seconds,i-VTEC Petrol Engine,"6,00,000"
45,2019 Hyundai Grand i10,2018,Diesel,"83,133 Kms",1186 cc,1st Owner,Manual,24 kmpl,73.97bhp,190.24nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.21 Seconds,U2 CRDi Diesel Engine,"4,75,200"
46,2017 Maruti Baleno,2017,Diesel,"41,614 Kms",1248 cc,1st Owner,Manual,27.39 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.93 seconds,DDiS Diesel Engine,"7,60,800"
47,2017 Ford Ecosport,2017,Diesel,"47,641 Kms",1498 cc,1st Owner,Manual,21.7 kmpl,98.96bhp,215Nm,5,Grey,5 Speed,FWD,Electric,Ventilated Disc,Drum,,TDCi Diesel Engine,"8,50,000"
48,2017 Maruti Ciaz S,2017,Diesel,"115,312 Kms",1248 cc,1st Owner,Manual,28.09 kmpl,88.5bhp,200Nm,5,Silver,5 Speed,2WD,Power,Ventilated Disc,Drum,15 Seconds,DDIS Smart Hybrid Diesel Engine,"6,99,100"
49,2018 Hyundai i20,2018,Petrol,"55,601 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"5,90,000"
50,2017 Maruti Alto K10,2017,Petrol,"23,318 Kms",998 cc,1st Owner,Manual,23.95 kmpl,67.05bhp,90Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,23,000"
51,2017 Hyundai i20,2017,Petrol,"14,164 Kms",1197 cc,1st Owner,RJ14,Comprehensive,1197 CC,81.83bhp,5,Silver,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"7,19,500"
52,2019 Hyundai Santro,2019,Petrol,"33,645 Kms",1086 cc,1st Owner,Manual,20.3 kmpl,68.05bhp,99.04Nm,5,White,5 Speed,FWD,Electric,Disc,Drum,,1.1 L Petrol,"4,80,300"
53,2019 Hyundai Grand i10,2019,Petrol,"24,084 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,99,100"
54,2018 Maruti Ignis,2018,Petrol,"21,396 Kms",1197 cc,1st Owner,Manual,20.89 kmpl,81.80bhp,113Nm,5,Grey,5 Speed,FWD,Electrical,Disc,Drum,,1.2-Litre VVT Petrol Engine,"4,30,000"
55,2018 Tata Nexon,2018,Diesel,"121,385 Kms",1497 cc,1st Owner,Manual,21.5 kmpl,108.5bhp,260Nm,5,Other,6 Speed,FWD,Power,Disc,Drum,13.25 Seconds,"Revotorq, 1.5L Turbocharged engine","7,86,200"
56,2021 Toyota Glanza,2021,Petrol,"24,905 Kms",1197 cc,1st Owner,Manual,23.87 kmpl,88.50bhp,113Nm,5,Other,5-Speed,FWD,Electric,Disc,Drum,,Petrol Engine,"7,82,500"
57,2016 Hyundai Grand i10,2016,Petrol,"85,042 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,10,000"
58,2017 Volkswagen Polo,2017,Petrol,"73,495 Kms",1197 cc,1st Owner,Automatic,17.21 kmpl,103.5bhp,175Nm,5,Other,7 Speed,FWD,Power,Disc,Drum,10.61 Seconds,TSI Petrol Engine,"8,13,200"
59,2017 Maruti Swift Dzire,2017,Diesel,"61,268 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74.02bhp,190Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.03 Seconds,DDiS Diesel Engine,"6,17,500"
60,2018 Ford Ecosport,2018,Diesel,"39,938 Kms",1498 cc,1st Owner,Manual,21.7 kmpl,99.23bhp,215Nm,5,Other,5 Speed,FWD,Electric,Ventilated Disc,Drum,,1.5 L Diesel Engine,"8,98,600"
61,2017 Maruti Wagon R,2017,Petrol,"29,747 Kms",998 cc,1st Owner,Automatic,20.51 kmpl,67bhp,90Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,37,665"
62,2012 Toyota Innova,2012,Diesel,"126,657 Kms",2494 cc,1st Owner,Manual,12.99 kmpl,100bhp,200Nm,7,Grey,5 Speed,FWD,Power,Ventilated Disc,Leading-Trailing Drum,,In-Line Engine,"5,32,000"
63,2017 Maruti Baleno,2017,Petrol,"34,477 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"6,67,500"
64,2017 Honda City,2017,Petrol,"52,362 Kms",1497 cc,2nd Owner,Automatic,18 kmpl,117.6bhp,145Nm,5,Other,CVT,FWD,Power,Ventilated Disc,Drum,11.90 Seconds,i VTEC Engine,"8,95,000"
65,2017 Maruti Alto 800,2016,Petrol,"46,713 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Grey,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,70,750"
66,2019 Honda Amaze,2019,Petrol,"22,903 Kms",1198 cc,1st Owner,Manual,17.8 kmpl,86.7bhp,109Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,15 Seconds,i-VTEC Petrol Engine,"6,20,000"
67,2018 Hyundai Grand i10,2018,Petrol,"44,248 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,77,900"
68,2017 Maruti Ignis,2017,Petrol,"21,561 Kms",1197 cc,1st Owner,Manual,20.89 kmpl,81.80bhp,113Nm,5,Grey,5 Speed,FWD,Electrical,Disc,Drum,,1.2-Litre VVT Petrol Engine,"4,46,500"
69,2019 Hyundai Venue,2019,Diesel,"49,769 Kms",1396 cc,1st Owner,Manual,23.7 kmpl,88.7bhp,220Nm,5,Silver,6-Speed,FWD,Power,Disc,Drum,,-,"10,20,000"
70,2018 Hyundai Grand i10,2018,Petrol,"34,902 Kms",1197 cc,1st Owner,Manual,17 kmpl,81.86bhp,113.75Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,49,800"
71,2015 Mahindra Thar,2015,Diesel,"78,527 Kms",2498 cc,1st Owner,Manual,16.55 kmpl,105bhp,247Nm,7,Other,5 Speed,AWD,Power,Disc,Drums,,NEF TCI- CRDe Diesel Engi,"6,35,700"
72,2015 Nissan Micra Active,2015,Petrol,"24,843 Kms",1198 cc,1st Owner,Manual,19.69 kmpl,67.04bhp,104Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,In Line Petrol Engine,"3,20,900"
73,2020 Maruti Alto,2020,Petrol,"16,857 Kms",796 cc,1st Owner,Manual,19.7 kmpl,46.3bhp,62Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,17.7 seconds,In-Line Engine,"3,60,000"
74,2017 Hyundai i20,2017,Petrol,"49,150 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"7,59,600"
75,2018 Maruti Alto K10,2018,Petrol,"30,051 Kms",998 cc,2nd Owner,Automatic,23.95 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,70,000"
76,2016 Mahindra KUV 100,2016,Petrol,"65,139 Kms",1198 cc,1st Owner,Manual,18.15 kmpl,82bhp,115Nm,6,White,5 Speed,FWD,Power,Disc,Drum,14.5 seconds,mFALCON G80 Engine,"3,53,700"
77,2019 Renault KWID,2019,Petrol,"60,742 Kms",999 cc,1st Owner,Manual,21.74 kmpl,67bhp,91Nm,5,White,5 Speed,FWD,Electric,Disc,Drum,,Petrol Engine,"3,31,700"
78,2015 Maruti Ciaz,2015,Petrol,"67,866 Kms",1373 cc,1st Owner,Manual,20.73 kmpl,91.1bhp,130Nm,5,Brown,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,"5,32,800"
79,2017 Maruti Swift Dzire,2017,Diesel,"36,824 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74.02bhp,190Nm,5,White,5 Speed,FWD,Power,Disc,Drum,13.03 Seconds,DDiS Diesel Engine,"6,10,000"
80,2015 Hyundai Grand i10,2015,Petrol,"81,050 Kms",1197 cc,2nd Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"3,89,900"
81,2014 Maruti Alto K10,2014,Petrol,"108,923 Kms",998 cc,1st Owner,Manual,20.92 kmpl,67.1bhp,90Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"2,84,400"
82,2019 Hyundai Santro,2019,Petrol,"6,758 Kms",1086 cc,1st Owner,Manual,20.3 kmpl,68bhp,99Nm,5,White,5 Speed,FWD,Power,Disc,Drum,,1.1 litre Petrol Engine,"4,84,500"
83,2018 Maruti Alto 800,2018,Petrol,"33,062 Kms",796 cc,1st Owner,Manual,24.7 kmpl,47.3bhp,69Nm,5,White,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,91,400"
84,2016 Maruti Alto K10,2016,Petrol,"59,339 Kms",998 cc,1st Owner,Manual,23.95 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"2,94,500"
85,2020 Maruti Alto,2020,Petrol,"27,425 Kms",796 cc,1st Owner,Manual,19.7 kmpl,46.3bhp,62Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,17.7 seconds,In-Line Engine,"3,50,900"
86,2015 Maruti Alto 800,2015,Petrol,"33,649 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,65,500"
87,2017 Maruti Ciaz,2017,Petrol,"31,719 Kms",1373 cc,1st Owner,Manual,20.73 kmpl,91.1bhp,130Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,"6,50,000"
88,2018 Mahindra XUV500,2018,Diesel,"64,000 Kms",2179 cc,1st Owner,RJ14,Comprehensive,2179 CC,152.87bhp,7,White,6 Speed,FWD,Power,Ventilated Disc,Disc,,mHawk Diesel Engine,"17,49,000"
89,2016 Volkswagen Polo,2016,Diesel,"82,579 Kms",1498 cc,1st Owner,Manual,20.14 kmpl,88.5bhp,230Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,TDI Diesel Engine,"4,62,000"
90,2018 Hyundai i20,2018,Petrol,"52,387 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,White,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"6,40,000"
91,2017 Maruti Swift Dzire,2017,Diesel,"39,875 Kms",1248 cc,1st Owner,Automatic,28.4 kmpl,74.02bhp,190Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,DDiS Diesel Engine,"6,40,000"
92,2019 Maruti Baleno,2019,Petrol,"33,918 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"6,42,200"
93,2018 Maruti Ignis,2018,Petrol,"32,587 Kms",1197 cc,1st Owner,Manual,20.89 kmpl,81.80bhp,113Nm,5,Grey,5 Speed,FWD,Electrical,Disc,Drum,,1.2-Litre VVT Petrol Engine,"4,07,075"
94,2019 Renault KWID,2019,Petrol,"52,830 Kms",799 cc,1st Owner,Manual,20.71 kmpl,53.26bhp,72Nm,5,Other,5 Speed,FWD,Electric,Disc,Drum,16 Seconds,Petrol Engine,"3,00,000"
95,2019 Maruti Swift Dzire,2019,Petrol,"47,777 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Silver,5 Speed,FWD,Electric,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"7,72,500"
96,2017 Maruti Alto K10,2017,Petrol,"66,401 Kms",998 cc,1st Owner,Automatic,23.95 kmpl,67.1bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,40,900"
97,2019 Hyundai i20,2018,Petrol,"62,759 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"6,55,000"
98,2017 Hyundai i20,2017,Petrol,"46,822 Kms",1197 cc,1st Owner,Manual,21 kmpl,81.86bhp,114.74nm,5,Other,5 Speed,,Electric,Disc,Drum,,1.2 l Kappa petrol,"5,75,000"
99,2020 Honda Amaze,2020,Petrol,"5,000 Kms",1199 cc,1st Owner,Manual,19.5 kmpl,88.76bhp,110Nm,5,White,5 Speed,FWD,Power,Disc,Drum,15 Seconds,i-VTEC Petrol Engine,"6,85,200"
100,2015 Maruti Alto 800,2015,Petrol,"50,678 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,47,000"
101,2017 Maruti Baleno,2017,Diesel,"90,125 Kms",1248 cc,1st Owner,Manual,27.39 kmpl,74bhp,190Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,12.93 seconds,DDiS Diesel Engine,"5,22,500"
102,2009 Maruti Swift Dzire,2008,Diesel,"155,385 Kms",1248 cc,1st Owner,RJ14,Comprehensive,1248 CC,73.9bhp,5,White,5 Speed,2 WD,Power,Ventilated Disc,Drum,,In-Line Engine,"2,75,000"
103,2017 Maruti Vitara Brezza,2017,Diesel,"25,598 Kms",1248 cc,1st Owner,Manual,24.3 kmpl,88.5bhp,200Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"8,68,200"
104,2017 Maruti Alto K10,2017,Petrol,"32,731 Kms",998 cc,1st Owner,Manual,23.95 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,25,000"
105,2019 Maruti Swift,2018,Diesel,"41,219 Kms",1248 cc,1st Owner,Automatic,28.4 kmpl,74bhp,190Nm,5,Other,5,FWD,Power,Disc,Drum,14.06 Seconds,DDiS 190 Engine,"7,33,600"
106,2018 Renault KWID,2018,Petrol,"16,219 Kms",999 cc,1st Owner,Manual,23.01 kmpl,67bhp,91Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.90 Seconds,Petrol Engine,"3,31,500"
107,2019 Maruti Swift Dzire,2018,Petrol,"18,917 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Blue,5 Speed,FWD,Electric,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"6,46,000"
108,2018 Maruti Celerio,2018,Petrol,"51,400 Kms",998 cc,2nd Owner,Manual,21.63 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"3,90,000"
109,2018 Maruti Swift Dzire,2018,Diesel,"49,118 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74.02bhp,190Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.03 Seconds,DDiS Diesel Engine,"7,10,000"
110,2017 Renault KWID,2017,Petrol,"45,228 Kms",799 cc,1st Owner,Manual,25.17 kmpl,53.3bhp,72Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,"2,71,700"
111,2016 Maruti Swift,2016,Petrol,"36,507 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Other,5,,Power,Disc,Drum,,VTVT Engine,"5,45,000"
112,2018 Maruti Wagon R,2018,Petrol,"31,767 Kms",998 cc,1st Owner,Automatic,20.51 kmpl,67bhp,90Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,35,000"
113,2013 Hyundai i10,2013,Petrol,"94,259 Kms",1197 cc,1st Owner,Manual,20.36 kmpl,78.9bhp,111.8Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"2,70,750"
114,2016 Maruti Swift Dzire,2016,Diesel,"44,139 Kms",1248 cc,1st Owner,Manual,26.59 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.8 Seconds,DDiS Diesel Engine,"6,08,500"
115,2018 Hyundai Verna,2018,Diesel,"78,612 Kms",1582 cc,1st Owner,Manual,22 kmpl,126.2bhp,259.87nm,5,White,6 Speed,FWD,Power,Disc,Drum,,U2 VGT Diesel Engine,"12,34,100"
116,2018 Maruti Ertiga,2018,Petrol,"21,909 Kms",1373 cc,1st Owner,Manual,17.5 kmpl,91.1bhp,130Nm,7,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13 Seconds,K14B Petrol Engine,"7,70,000"
117,2017 Maruti Vitara Brezza,2017,Diesel,"118,395 Kms",1248 cc,1st Owner,Manual,24.3 kmpl,88.5bhp,200Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"7,52,200"
118,2018 Maruti Swift Dzire,2018,Diesel,"65,229 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74.02bhp,190Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.03 Seconds,DDiS Diesel Engine,"7,15,000"
119,2020 Maruti S-Presso,2019,Petrol,"1,723 Kms",998 cc,1st Owner,Manual,21.4 kmpl,67.05bhp,90nm,5,Grey,5-Speed,FWD,,Ventilated Disc,Drum,,K10B Petrol Engine,"3,50,000"
120,2014 Maruti Alto 800,2014,Petrol,"88,999 Kms",796 cc,2nd Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,White,5 Speed,FWD,Manual,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,11,600"
121,2019 Hyundai i20,2018,Diesel,"85,369 Kms",1396 cc,1st Owner,Manual,22.54 kmpl,88.76bhp,219.66nm,5,White,6 Speed,FWD,Power,Disc,Drum,13.57 Seconds,U2 CRDI Diesel Engine,"5,88,900"
122,2019 Hyundai Creta,2019,Petrol,"41,772 Kms",1591 cc,1st Owner,Automatic,14.8 kmpl,121.3bhp,151NM,5,Other,6 Speed,FWD,Power,Disc,Drum,,VTVT Petrol Engine,"12,80,300"
123,2016 Mahindra Scorpio,2016,Diesel,"36,288 Kms",2179 cc,1st Owner,Manual,15.4 kmpl,120bhp,280Nm,7,Other,5 Speed,RWD,Power,Disc,Drum,19 Seconds,mHawk Diesel Engine,"15,26,500"
124,2011 Maruti Swift,2011,Diesel,"38,565 Kms",1248 cc,1st Owner,Manual,17.8 kmpl,15,5,5,White,,,Power,,,,-,"3,45,000"
125,2013 Maruti Alto 800,2013,Petrol,"55,693 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Manual,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"1,97,600"
126,2015 Maruti Wagon R,2015,Petrol,"50,066 Kms",998 cc,1st Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,White,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"3,46,750"
127,2017 Maruti Ciaz,2017,Diesel,"50,077 Kms",1248 cc,1st Owner,Manual,28.09 kmpl,88.5bhp,200Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,DDIS Diesel Engine,"7,40,000"
128,2020 Mahindra KUV 100,2019,CNG,"35,285 Kms",1198 cc,2nd Owner,Manual,18.15 kmpl,82bhp,115Nm,6,White,5 Speed,FWD,Power,Disc,Drum,14.5 seconds,mFALCON G80 Engine,"4,25,000"
129,Tata Tiago 1.2 Revotron XZ,2019,Petrol,"20,149 kms",1199 CC,First Owner,Manual,23.84 kmpl,84 bhp,114Nm@ 3500rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,14.3 Seconds,Revotron Engine,4.75 Lakh*
130,Toyota Fortuner 4x2 AT,2015,Diesel,"1,41,000 kms",2982 CC,First Owner,Automatic,12.55 kmpl,168.5 bhp,360Nm@ 1400-3200rpm,7,White,5 Speed,FWD,Power,Ventilated Disc,Drum,9.6 Seconds,D-4D Diesel Engine,19 Lakh*
131,Renault KWID 1.0 RXL,2019,Petrol,"16,964 kms",999 CC,First Owner,Manual,21.74 kmpl,67 bhp,91nm@ 4250rpm,5,Outback bronze,5 Speed,FWD,Electric,Disc,Drum,16 Seconds,Petrol Engine,3.4 Lakh*
132,Audi Q2 Standard With Sunroof,2020,Petrol,"18,645 kms",1984 CC,First Owner,Automatic,0.0 kmpl,187.74 bhp,320nm@ 1500–4180rpm,5,Arabian Blue Crystal Effect,7-speed Stronic,AWD,Power,Disc,Disc,6.5sec,-,28.85 Lakh*
133,Hyundai Verna CRDi 1.6 SX Option,2018,Diesel,"87,000 kms",1582 CC,First Owner,Manual,22.0 kmpl,126.2 bhp,259.87nm@ 1500-3000rpm,5,White,6 Speed,FWD,Power,Disc,Drum,-,U2 VGT Diesel Engine,10.75 Lakh*
134,Hyundai Grand i10 1.2 CRDi Asta,2017,Diesel,"96,189 kms",1186 CC,First Owner,Manual,24.0 kmpl,73.97 bhp,190.24nm@ 1750-2250rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,13.21 Seconds,U2 CRDi Diesel Engine,4.85 Lakh*
135,Hyundai Santro Sportz BSIV,2019,Petrol,"40,286 kms",1086 CC,First Owner,Manual,20.3 kmpl,68 bhp,99Nm@ 4500rpm,5,Typhoon Silver,5 Speed,FWD,Power,Disc,Drum,-,1.1 litre Petrol Engine,4.6 Lakh*
